No.,Ticker,Company,Combined_Score,Market Cap_dr,Forward P/E_dr,P/B_dr,P/Free Cash Flow_dr,EPS growth this year_dr,EPS growth next year_dr,Dividend Yield_dr,Return on Assets_dr,Total Debt/Equity_dr,Institutional Ownership_dr,Float Short_dr,Performance (Month)_dr,Performance (Quarter)_dr,Average Volume_dr,Beta_dr,Market Cap,Forward P/E,P/B,P/Free Cash Flow,EPS growth this year,EPS growth next year,Dividend Yield,Return on Assets,Total Debt/Equity,Institutional Ownership,Float Short,Performance (Month),Performance (Quarter),Average Volume,Beta,Sector,Industry,Country,P/E,Price,Change,Volume,PEG,P/S,P/Cash,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Earnings Date,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Transactions,Short Ratio,Performance (Week),Performance (Half Year),Performance (Year),Performance (YTD),Volatility (Week),Volatility (Month),Analyst Recom,Relative Volume,Average True Range,20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Market Cap_Rank,Forward P/E_Rank,P/B_Rank,P/Free Cash Flow_Rank,EPS growth this year_Rank,EPS growth next year_Rank,Dividend Yield_Rank,Return on Assets_Rank,Total Debt/Equity_Rank,Institutional Ownership_Rank,Float Short_Rank,Performance (Month)_Rank,Performance (Quarter)_Rank,Average Volume_Rank,Beta_Rank,Combined_Rank
422,LDOS,"Leidos Holdings, Inc.",177,18,5,8,7,13,10,10,11,13,15,7,19,19,16,6,10736.5,10.75,2.45,23.49,-5.7,11.5,1.82,5.2,1.14,78.6,1.38,-14.95,-21.73,1019.97,0.79,Technology,Information Technology Services,USA,16.2,78.91,0.82%,852787,2.47,0.74,28.33,24.90%,6.55%,7.20%,16.00%,9.70%,1.2,1.1,1.06,14.20%,7.40%,4.60%,5/2/2023 8:30:00 AM,137.0,135.44,0.50%,-8.32%,-1.73%,1.83,-2.38%,-26.12%,-22.03%,-24.98%,2.17%,2.53%,2.2,0.83,0.029273856291978206,-9.62%,-12.84%,-18.96%,-28.85%,0.99%,30.72,0.42%,0.40%,449,113,179,157,310,235,247,254,317,367,172,472,453,395,129,4249
423,AAP,"Advance Auto Parts, Inc.",177,20,5,9,20,14,15,2,12,7,3,17,9,18,14,12,7380.2,10.78,2.73,3000.0,-13.5,7.6,4.88,4.2,0.51,97.16,3.68,-0.32,-19.06,1394.57,1.11,Consumer Cyclical,Specialty Retail,USA,14.87,122.86,-1.06%,755161,4.55,0.66,27.41,13.10%,3.27%,3.50%,18.10%,13.80%,1.1,0.2,0.44,44.50%,6.30%,4.50%,5/31/2023 8:30:00 AM,59.44,58.78,0.20%,0.00%,-3.51%,1.55,-0.74%,-29.93%,-38.90%,-16.44%,2.19%,2.07%,2.7,0.54,0.023197134950349994,-1.86%,-0.66%,-20.47%,-43.47%,12.66%,45.69,-1.48%,0.43%,482,115,206,500,344,353,48,295,158,74,421,204,435,335,285,4255
424,GNRC,Generac Holdings Inc.,177,20,8,9,18,17,3,17,11,9,6,20,2,10,15,12,6987.08,13.78,2.93,3000.0,-34.8,29.59,0.0,4.8,0.69,94.0,7.57,7.73,-4.43,1256.37,1.14,Industrials,Specialty Industrial Machinery,USA,28.61,111.49,-0.42%,797615,,1.62,50.85,21.30%,-1.44%,22.10%,10.80%,12.60%,2.4,0.8,0.65,33.20%,10.50%,5.80%,5/3/2023 8:30:00 AM,61.56,59.95,1.20%,-7.75%,-0.97%,3.61,-2.36%,14.97%,-45.51%,10.76%,4.11%,4.34%,2.5,0.63,0.046910036774598624,5.61%,2.24%,-20.48%,-62.82%,29.20%,55.12,-1.06%,0.65%,490,184,218,449,417,54,416,270,221,129,481,34,242,355,298,4258
425,TFX,Teleflex Incorporated,177,18,11,9,12,16,12,16,10,5,3,16,13,7,20,9,11728.23,17.07,2.85,55.19,-25.0,9.78,0.54,5.3,0.4,97.2,3.23,-4.99,1.67,337.8,1.0,Healthcare,Medical Instruments & Supplies,USA,32.52,249.59,-0.04%,241116,3.13,4.1,44.41,6.30%,10.40%,5.40%,9.10%,7.30%,2.5,1.4,0.38,55.10%,17.90%,12.70%,5/4/2023 8:30:00 AM,46.95,46.81,0.22%,-15.72%,-10.01%,4.48,-3.24%,24.51%,-6.65%,-0.02%,2.79%,2.53%,2.6,0.71,0.0293280980808526,-5.21%,-0.70%,5.58%,-15.05%,36.65%,41.64,0.06%,-0.10%,433,267,211,294,384,285,379,246,118,72,396,324,154,486,223,4272
426,CPB,Campbell Soup Company,177,15,11,12,10,16,17,7,9,14,20,20,10,5,10,1,16309.32,17.24,4.51,37.93,-24.2,4.68,2.72,6.8,1.27,52.9,6.66,-1.79,5.64,2125.97,0.34,Consumer Defensive,Packaged Foods,USA,20.11,54.33,-0.24%,1664953,3.7,1.78,103.22,-3.60%,5.44%,8.00%,23.60%,11.60%,0.8,0.3,1.11,30.80%,13.60%,8.90%,3/8/2023 8:30:00 AM,299.0,192.1,0.30%,-8.47%,-0.21%,6.02,-0.75%,5.62%,10.09%,-4.26%,1.27%,1.37%,3.3,0.78,0.013620467513344376,-0.32%,0.14%,4.06%,-5.96%,22.45%,48.27,-0.20%,-0.04%,366,273,291,236,382,420,171,205,336,491,478,235,110,244,11,4249
427,BR,"Broadridge Financial Solutions, Inc.",177,14,14,16,15,12,13,10,9,16,9,13,3,5,19,9,18251.63,20.55,9.1,90.13,-2.1,8.67,1.88,6.8,2.04,90.4,2.24,5.47,5.83,571.24,1.0,Technology,Information Technology Services,USA,33.11,154.57,-0.08%,384244,2.81,3.07,55.04,11.00%,11.80%,6.60%,29.20%,11.00%,1.3,1.3,2.04,28.30%,13.90%,9.30%,5/2/2023 8:30:00 AM,117.7,116.87,0.60%,-10.02%,0.24%,4.59,1.11%,15.57%,14.56%,15.24%,1.30%,1.88%,2.8,0.67,0.01876172607879925,4.60%,7.60%,3.87%,-15.69%,17.68%,65.74,-0.44%,0.36%,343,339,388,354,292,319,241,206,394,203,308,67,106,454,219,4233
428,ODFL,"Old Dominion Freight Line, Inc.",177,10,16,16,12,5,7,16,1,2,16,19,15,14,18,10,34131.08,24.38,9.04,51.89,37.1,14.63,0.52,28.1,0.03,76.4,5.04,-7.42,-11.73,710.53,1.07,Industrials,Trucking,USA,25.34,308.07,-0.76%,631898,2.24,5.5,146.86,33.20%,11.32%,13.30%,37.50%,36.70%,1.6,1.6,0.02,86.20%,29.30%,22.00%,4/26/2023 8:30:00 AM,109.96,96.63,12.69%,-0.40%,-1.17%,6.86,-2.81%,9.30%,13.75%,8.56%,2.70%,2.97%,2.8,0.89,0.032297854383743954,-5.64%,-7.37%,0.98%,-19.31%,33.18%,38.51,-1.03%,0.28%,230,395,386,281,113,156,380,5,47,387,456,368,349,439,252,4244
429,MCO,Moody's Corporation,177,6,17,18,14,17,8,14,6,17,5,8,7,7,18,15,56692.41,27.68,19.64,71.85,-34.7,13.58,0.99,9.6,2.58,94.4,1.4,1.91,0.96,740.56,1.29,Financial,Financial Data & Stock Exchanges,USA,40.05,309.71,0.25%,630494,3.28,10.47,25.8,3.70%,12.21%,5.40%,55.30%,16.30%,1.5,1.5,2.41,70.00%,34.20%,25.40%,4/25/2023 8:30:00 AM,183.3,182.66,0.10%,-32.13%,-0.31%,3.45,1.66%,17.99%,9.76%,11.16%,1.05%,1.54%,2.4,0.85,0.017145071195634624,1.31%,3.23%,6.34%,-7.80%,34.56%,57.3,-0.11%,0.35%,130,421,438,331,415,189,336,145,413,119,177,153,165,435,364,4231
430,SBAC,SBA Communications Corporation,177,12,19,20,9,2,4,12,13,20,3,8,18,17,18,2,25245.12,40.87,1000.0,33.44,97.4,21.22,1.44,3.6,100.0,97.2,1.42,-10.79,-18.23,827.27,0.51,Real Estate,REIT - Specialty,USA,69.19,236.71,1.57%,579883,4.41,9.39,163.19,30.40%,15.68%,8.80%,-7.00%,11.30%,0.7,0.7,,74.70%,34.70%,13.90%,5/1/2023 4:30:00 PM,108.13,106.57,0.40%,0.00%,-0.21%,1.83,-1.20%,-13.84%,-24.87%,-15.55%,2.49%,2.48%,2.1,0.7,0.027333023530902792,-5.41%,-6.43%,-16.92%,-33.62%,3.15%,38.33,1.12%,0.45%,279,474,478,215,49,82,286,314,487,69,180,431,427,428,46,4245
431,MPWR,"Monolithic Power Systems, Inc.",178,14,18,17,15,3,6,14,1,2,1,18,20,18,19,12,18901.65,28.9,10.61,110.28,79.1,15.65,1.0,23.4,0.0,101.4,4.78,-16.28,-18.87,485.57,1.14,Technology,Semiconductors,USA,41.34,399.19,0.15%,373605,1.65,10.12,20.6,27.50%,25.00%,30.70%,29.30%,26.30%,5.1,3.8,0.0,58.30%,29.70%,25.10%,5/4/2023 4:30:00 PM,47.23,45.64,3.90%,-12.33%,4.61%,4.5,-2.94%,16.10%,3.23%,12.89%,3.72%,3.63%,1.9,0.77,0.04960044089280794,-11.56%,-15.79%,-6.72%,-26.27%,32.32%,33.17,-0.39%,0.53%,334,431,407,371,57,142,334,19,32,18,452,481,433,472,297,4280
432,MKTX,MarketAxess Holdings Inc.,178,18,19,16,12,12,6,14,3,1,2,16,18,16,20,5,11310.89,34.45,10.0,56.11,-1.8,15.11,0.96,16.3,0.0,99.6,3.14,-12.12,-14.55,341.28,0.79,Financial,Capital Markets,USA,43.43,299.23,-0.34%,138436,2.91,15.38,33.99,9.60%,14.90%,12.80%,24.50%,22.10%,,,0.0,92.40%,45.40%,35.20%,4/26/2023 8:30:00 AM,37.48,36.67,1.90%,-0.26%,-0.76%,3.38,-0.37%,18.78%,18.29%,7.29%,1.61%,2.52%,2.8,0.4,0.028372823580523343,-5.30%,-13.93%,1.03%,-25.15%,37.61%,29.59,-0.50%,0.16%,441,460,400,299,290,150,341,55,5,29,385,445,387,484,126,4297
433,L,Loews Corporation,178,17,20,2,1,17,19,16,16,9,19,3,5,11,17,6,13309.27,2000.0,0.94,4.67,-31.4,0.0,0.43,1.4,0.63,61.3,0.86,3.17,-5.89,871.83,0.83,Financial,Insurance - Property & Casualty,USA,13.28,58.51,0.19%,427134,0.95,0.92,22.41,7.60%,14.03%,0.50%,7.20%,6.20%,,,0.56,,12.00%,7.30%,5/1/2023 8:30:00 AM,233.3,194.69,0.40%,-4.45%,-3.37%,1.91,-0.19%,7.44%,-6.20%,0.31%,1.35%,1.73%,3.0,0.49,0.01828747222696975,1.45%,2.34%,2.63%,-11.80%,18.54%,55.13,-0.71%,0.91%,413,501,28,22,405,460,383,399,203,471,55,121,264,413,150,4288
434,CHTR,"Charter Communications, Inc.",179,6,3,13,4,6,4,19,13,18,18,20,11,16,16,12,51453.92,8.6,5.44,11.14,25.6,21.06,0.0,3.4,10.4,67.8,9.21,-2.74,-14.83,1050.9,1.11,Communication Services,Telecom Services,USA,11.08,338.09,-1.06%,779259,0.66,0.94,96.36,62.10%,16.84%,5.40%,52.30%,9.70%,0.3,0.3,10.19,45.30%,22.30%,8.90%,4/28/2023 8:30:00 AM,151.44,99.13,12.30%,-0.15%,-3.76%,8.69,-3.64%,-3.37%,-24.59%,-0.30%,2.20%,2.87%,2.6,0.74,0.030021591883817922,-1.74%,-2.67%,-8.99%,-34.44%,13.58%,44.21,-0.88%,-0.18%,144,70,324,78,135,85,474,320,448,449,490,261,389,390,286,4343
435,BBWI,"Bath & Body Works, Inc.",179,20,4,20,4,14,4,8,3,19,4,18,16,19,7,19,7379.13,9.43,1000.0,11.71,-13.5,21.18,2.42,15.7,100.0,96.6,4.34,-7.95,-25.54,3394.44,1.73,Consumer Cyclical,Specialty Retail,USA,9.64,33.0,2.39%,3551356,1.32,0.98,5.99,1.90%,7.28%,-9.80%,-31.60%,42.40%,1.6,1.1,,43.10%,18.20%,10.60%,5/18/2023 8:30:00 AM,229.0,222.32,0.20%,-0.36%,-4.19%,2.84,-2.11%,6.80%,-30.92%,-21.69%,3.26%,3.13%,2.3,1.05,0.03515151515151515,-4.06%,-7.82%,-14.14%,-36.02%,28.16%,39.41,1.54%,0.84%,483,83,485,79,345,83,199,62,475,83,438,378,470,168,470,4301
436,BEN,"Franklin Resources, Inc.",179,17,4,2,5,16,12,2,14,12,20,19,16,18,7,15,12281.25,9.54,1.02,17.26,-29.2,9.79,4.9,2.8,0.89,47.9,5.55,-9.03,-20.8,3380.66,1.29,Financial,Asset Management,USA,14.74,24.49,-0.12%,2363286,,1.56,2.87,-3.40%,-3.94%,5.30%,7.00%,6.80%,,,0.89,,15.30%,10.30%,5/1/2023 8:30:00 AM,490.7,283.2,18.70%,-0.03%,1.24%,4.65,-4.11%,7.89%,2.55%,-7.16%,2.47%,2.54%,3.5,0.7,0.02939975500204165,-6.05%,-8.24%,-8.27%,-28.74%,21.01%,31.01,-0.69%,0.57%,422,85,36,117,398,284,46,346,281,495,467,397,444,170,362,4350
437,SPG,"Simon Property Group, Inc.",179,9,9,17,10,13,12,1,9,18,13,11,10,16,13,18,34743.48,14.68,11.74,41.83,-4.7,9.77,6.96,6.5,8.63,83.0,1.87,-2.38,-14.48,1527.41,1.54,Real Estate,REIT - Retail,USA,16.11,106.35,0.09%,1009978,1.87,6.5,30.07,0.90%,8.60%,-0.90%,71.60%,9.20%,,,8.63,81.10%,49.10%,40.40%,5/2/2023 4:30:00 PM,326.95,325.77,0.10%,2.20%,-1.81%,3.98,-2.92%,-5.82%,-5.89%,-9.47%,1.94%,2.27%,2.3,0.66,0.02444757874941232,-3.02%,-3.74%,-4.80%,-20.09%,23.63%,40.49,-0.07%,0.16%,221,208,415,252,305,286,13,216,445,303,266,250,385,320,448,4333
438,TROW,"T. Rowe Price Group, Inc.",179,12,9,8,13,18,18,3,5,2,15,20,14,14,13,15,23815.86,15.1,2.61,57.54,-48.9,3.82,4.63,11.6,0.0,79.4,8.67,-6.37,-10.47,1570.44,1.31,Financial,Asset Management,USA,17.27,105.31,-0.70%,962530,,3.86,11.37,1.40%,-8.30%,6.00%,15.40%,21.20%,,,0.0,,32.20%,22.40%,5/2/2023 8:30:00 AM,224.4,219.11,0.80%,-2.77%,1.54%,12.09,-2.01%,-1.69%,-8.25%,-3.44%,2.29%,2.26%,3.4,0.61,0.02563859082708195,-3.85%,-4.08%,-8.19%,-21.78%,12.59%,39.42,-1.25%,0.56%,291,217,193,305,446,433,54,115,27,356,489,352,336,316,370,4300
439,AMP,"Ameriprise Financial, Inc.",180,10,4,16,2,12,12,10,16,18,11,4,13,17,18,17,30271.65,8.8,8.4,7.47,-2.1,9.52,1.84,1.7,9.56,85.2,1.01,-4.87,-16.13,643.11,1.46,Financial,Asset Management,USA,14.9,293.33,0.95%,525689,1.4,2.08,4.27,14.80%,10.66%,3.30%,67.60%,6.90%,,,1.36,50.60%,24.80%,19.00%,4/24/2023 4:30:00 PM,108.9,103.96,0.20%,-35.79%,-1.44%,1.64,0.74%,-6.88%,14.40%,-5.79%,2.03%,2.30%,2.1,0.82,0.026318480891828318,-2.43%,-3.36%,-3.49%,-17.94%,33.34%,44.81,0.08%,0.86%,249,77,380,49,291,295,245,387,447,275,89,320,407,448,421,4380
440,NDSN,Nordson Corporation,180,17,15,13,10,8,14,13,4,6,16,13,9,14,20,8,12381.58,22.14,5.05,36.76,13.9,8.29,1.2,12.7,0.42,75.5,2.38,-1.08,-10.44,238.71,0.92,Industrials,Specialty Industrial Machinery,USA,25.22,216.31,0.03%,293953,1.94,4.78,101.49,11.60%,13.00%,4.60%,21.80%,18.60%,1.4,0.9,0.25,54.60%,26.70%,19.20%,5/22/2023 4:30:00 PM,57.17,51.05,0.40%,-4.35%,-0.80%,5.08,-1.75%,-3.30%,4.04%,-9.01%,1.69%,1.65%,2.1,1.24,0.01826082936526282,-0.32%,0.47%,-4.73%,-13.91%,10.99%,48.92,-0.46%,0.49%,420,363,312,229,199,329,315,92,128,396,322,219,335,498,187,4344
441,TDG,TransDigm Group Incorporated,180,7,18,19,18,6,4,20,11,20,3,12,3,3,20,16,43510.82,28.33,1000.0,3000.0,28.8,20.25,0.0,5.1,100.0,98.0,2.19,5.56,8.91,287.16,1.36,Industrials,Aerospace & Defense,USA,47.82,795.59,-0.16%,184707,2.18,7.38,12.73,9.60%,21.96%,9.20%,-29.50%,12.10%,3.0,2.4,,58.30%,42.70%,16.20%,5/9/2023 8:30:00 AM,57.1,52.36,0.30%,-78.01%,1.68%,4.0,3.70%,36.51%,43.35%,26.35%,2.77%,1.77%,2.0,0.64,0.0198846139343129,3.54%,6.80%,21.30%,-2.61%,63.62%,63.77,-0.55%,0.39%,174,428,477,437,129,92,479,261,500,57,297,66,75,492,394,4358
442,ALK,"Alaska Air Group, Inc.",181,20,1,3,1,19,6,20,18,8,14,17,8,15,13,18,5506.61,6.02,1.48,4.09,-87.6,16.58,0.0,0.4,0.56,79.9,3.46,0.8,-13.84,1694.84,1.52,Industrials,Airlines,USA,93.28,42.72,-0.77%,1043473,3.64,0.54,2.27,-40.00%,25.60%,4.10%,1.60%,0.80%,0.6,0.6,0.49,50.60%,0.80%,0.60%,4/20/2023 8:30:00 AM,127.5,126.36,0.20%,-1.94%,2.35%,2.58,-1.02%,-3.44%,-6.75%,-0.51%,2.64%,2.73%,1.8,0.61,0.02855805243445693,-1.00%,-0.25%,-4.91%,-20.83%,14.85%,47.72,-1.13%,0.37%,496,18,74,16,477,130,498,436,180,348,410,183,376,303,438,4383
443,DVA,DaVita Inc.,181,19,7,17,3,17,13,19,14,18,8,17,1,2,18,8,8665.35,13.08,10.28,8.05,-35.9,8.72,0.0,3.0,10.49,90.7,3.45,11.04,12.81,696.76,0.93,Healthcare,Medical Care Facilities,USA,17.77,93.72,-1.96%,680529,1.53,0.74,23.6,10.70%,11.61%,1.30%,76.80%,11.80%,1.2,1.1,10.2,29.30%,11.30%,4.40%,5/8/2023 4:30:00 PM,90.5,87.3,0.10%,-32.94%,-2.51%,4.32,5.93%,43.26%,-8.31%,25.51%,3.62%,2.33%,3.0,0.98,0.029982927870251815,5.81%,13.01%,13.78%,-9.56%,43.57%,60.48,-2.00%,0.04%,474,171,403,55,423,317,454,338,449,197,409,12,44,443,192,4381
444,AMCR,Amcor plc,181,16,8,11,17,14,18,2,10,15,20,11,16,13,3,7,15244.21,13.88,3.56,3000.0,-12.2,1.92,4.76,5.6,1.65,48.5,1.88,-7.95,-9.09,8324.69,0.86,Consumer Cyclical,Packaging & Containers,Switzerland,15.77,10.3,-0.58%,5365485,11.77,1.02,27.03,1.80%,1.34%,9.80%,23.40%,8.90%,1.3,0.7,1.6,18.70%,9.60%,6.50%,5/2/2023 4:30:00 PM,1470.0,1453.28,0.20%,-26.95%,-0.81%,3.29,-1.15%,-6.53%,-17.67%,-13.52%,1.33%,1.73%,2.9,0.64,0.02233009708737864,-4.26%,-5.59%,-11.25%,-24.29%,5.21%,38.19,-1.15%,0.58%,381,190,255,414,336,450,51,236,373,494,268,379,319,58,166,4370
445,EFX,Equifax Inc.,181,12,15,14,14,13,3,15,11,14,4,17,6,8,18,17,24979.8,22.53,6.15,86.41,-6.2,26.53,0.76,5.1,1.43,96.9,3.68,2.93,-1.07,730.42,1.46,Industrials,Consulting Services,USA,42.86,203.95,0.14%,634568,3.15,4.94,107.44,4.90%,13.59%,8.80%,15.10%,8.50%,0.8,0.8,1.23,56.40%,18.40%,11.60%,4/19/2023 4:30:00 PM,122.6,121.93,0.10%,-0.24%,0.33%,6.15,1.92%,23.52%,6.47%,4.93%,1.70%,2.22%,2.4,0.87,0.022407452807060555,1.78%,2.10%,3.85%,-12.89%,39.71%,55.04,-0.51%,0.65%,280,366,347,350,311,58,359,264,350,77,420,128,194,436,420,4360
446,CLX,The Clorox Company,181,13,18,20,14,17,3,7,17,20,13,18,3,2,15,1,20923.07,29.98,8456.5,80.47,-33.1,24.72,2.79,1.2,871.33,82.2,4.22,6.4,12.37,1196.39,0.28,Consumer Defensive,Household & Personal Products,USA,284.73,169.13,-0.07%,925543,20.71,2.92,86.46,-6.90%,13.75%,3.50%,24.50%,14.30%,0.9,0.5,825.33,37.80%,1.80%,1.00%,5/2/2023 4:30:00 PM,123.65,122.88,0.10%,0.00%,-1.40%,4.33,-0.28%,20.57%,9.21%,20.52%,1.59%,1.78%,3.4,0.77,0.018033465381659078,2.03%,6.03%,14.40%,-5.09%,40.36%,60.44,0.14%,-0.21%,318,438,503,345,410,64,160,404,503,321,432,53,48,368,7,4374
447,FICO,Fair Isaac Corporation,181,14,18,20,11,10,5,20,1,20,7,16,2,3,20,14,18729.64,32.24,1000.0,42.65,5.8,17.52,0.0,26.2,100.0,91.8,3.02,6.45,9.43,289.57,1.26,Technology,Software - Application,USA,49.61,743.83,-0.73%,305512,2.94,13.16,135.92,28.90%,16.89%,8.10%,-47.60%,42.30%,1.4,1.4,,77.70%,40.40%,26.90%,4/27/2023 4:30:00 PM,25.12,24.57,0.90%,-25.80%,-0.59%,2.57,1.62%,67.62%,111.86%,24.27%,1.88%,2.39%,2.3,1.06,0.024199077746259224,2.61%,5.87%,28.15%,-2.48%,114.57%,59.28,-1.01%,0.28%,337,452,490,255,242,117,490,9,495,170,378,49,70,491,351,4396
448,STZ,"Constellation Brands, Inc.",182,8,11,13,9,19,7,11,19,15,17,11,8,8,16,10,41204.53,17.24,5.6,36.34,-74.0,14.01,1.56,-0.3,1.48,73.7,1.87,0.69,-0.24,1069.71,1.04,Consumer Defensive,Beverages - Wineries & Distilleries,USA,,227.75,1.28%,969991,,4.36,308.65,-15.30%,9.59%,4.50%,-0.80%,11.50%,1.2,0.5,1.34,50.60%,29.80%,-0.80%,4/6/2023 8:30:00 AM,206.84,149.77,7.80%,-71.13%,1.81%,2.61,1.93%,-5.02%,-7.40%,-1.73%,1.68%,1.59%,2.0,0.91,0.0162019758507135,0.42%,2.38%,-2.44%,-12.85%,9.43%,54.01,1.40%,-0.12%,185,271,327,225,470,176,275,470,361,412,265,185,183,388,244,4437
449,MSCI,MSCI Inc.,182,9,18,20,12,6,7,13,2,20,7,2,19,16,19,12,37659.63,31.96,1000.0,53.85,23.3,14.32,1.18,17.9,100.0,92.8,0.79,-13.45,-14.51,479.28,1.14,Financial,Financial Data & Stock Exchanges,USA,43.05,469.63,-0.16%,443375,3.5,16.51,34.85,23.80%,12.29%,12.00%,-87.80%,29.50%,1.5,1.5,,82.00%,54.10%,38.60%,4/25/2023 8:30:00 AM,80.04,77.5,0.10%,-6.05%,-2.74%,1.28,-0.85%,0.97%,21.23%,0.96%,2.00%,2.76%,2.4,0.92,0.027979473202308203,-5.36%,-10.15%,-4.52%,-17.97%,23.74%,35.62,-0.55%,0.39%,204,451,488,291,145,164,317,41,492,152,39,461,386,473,296,4400
450,AXON,"Axon Enterprise, Inc.",182,16,20,17,16,1,4,19,10,6,15,14,17,3,16,8,15114.52,54.27,10.44,171.95,323.7,21.5,0.0,5.6,0.48,79.2,2.65,-9.77,9.18,1113.94,0.92,Industrials,Aerospace & Defense,USA,107.01,201.5,-1.51%,889464,3.11,11.84,13.82,52.60%,34.40%,28.20%,10.80%,2.30%,3.3,3.0,0.48,60.90%,7.30%,10.80%,5/9/2023 4:30:00 PM,72.64,67.42,1.20%,-51.58%,2.59%,1.61,-8.37%,17.26%,138.83%,21.44%,6.45%,3.36%,1.8,0.8,0.041588089330024815,-8.05%,-7.89%,18.34%,-12.37%,144.26%,39.43,-1.76%,0.26%,385,487,405,388,9,80,455,237,145,361,349,413,73,379,182,4348
451,KIM,Kimco Realty Corporation,183,18,18,2,11,20,20,2,16,10,4,13,11,16,5,17,11158.04,28.55,1.18,43.79,-90.0,-28.25,5.04,1.3,0.75,96.0,2.31,-2.97,-15.69,4627.74,1.45,Real Estate,REIT - Retail,USA,76.13,18.27,1.50%,5481150,,6.4,74.49,-28.90%,,7.50%,2.40%,2.90%,,,0.75,69.00%,30.30%,13.40%,4/27/2023 8:30:00 AM,615.86,605.44,2.24%,-0.07%,-1.62%,3.03,-2.87%,-11.87%,-17.22%,-13.74%,1.99%,2.11%,2.3,1.19,0.02353585112205802,-2.49%,-3.16%,-11.42%,-23.75%,5.36%,42.47,1.11%,0.39%,444,429,46,261,480,498,43,402,248,95,319,268,400,122,418,4473
452,EL,The Estee Lauder Companies Inc.,183,5,19,17,16,15,1,12,11,14,8,5,20,18,12,10,72122.17,36.87,12.13,477.63,-16.0,60.25,1.33,5.2,1.25,91.3,1.1,-20.82,-20.42,1698.37,1.03,Consumer Defensive,Household & Personal Products,USA,65.9,199.15,-1.31%,4015753,23.88,4.54,13.04,14.40%,2.76%,8.40%,19.10%,23.10%,1.5,1.1,0.87,72.10%,10.00%,6.90%,5/3/2023 8:30:00 AM,357.9,230.07,0.20%,-9.59%,-0.56%,1.49,-2.16%,-2.76%,-13.22%,-19.73%,2.47%,2.67%,2.1,2.42,0.03791112226964599,-14.88%,-16.72%,-17.86%,-29.99%,6.80%,23.81,-0.29%,-1.02%,105,467,418,402,354,26,298,258,333,180,110,492,441,302,238,4424
453,IRM,Iron Mountain Incorporated,184,15,17,18,18,6,9,3,13,19,14,18,6,6,14,8,16103.36,27.68,29.46,3000.0,23.1,12.18,4.49,3.6,20.1,80.2,4.38,2.47,3.46,1343.46,0.94,Real Estate,REIT - Specialty,USA,27.82,55.09,-0.24%,795228,4.28,3.11,110.0,24.20%,6.50%,5.80%,98.30%,8.70%,0.8,0.8,19.91,68.50%,20.70%,11.20%,5/4/2023 8:30:00 AM,291.44,288.19,0.10%,-47.67%,1.15%,9.39,-2.31%,12.16%,9.35%,10.51%,1.65%,1.68%,2.2,0.59,0.017970593574151386,0.84%,3.65%,6.29%,-3.71%,27.28%,55.24,-0.36%,0.13%,368,422,450,438,146,217,58,309,459,344,440,141,129,338,199,4458
454,IDXX,"IDEXX Laboratories, Inc.",184,8,20,19,15,13,7,18,1,14,7,14,7,8,20,13,40401.51,44.01,48.12,88.66,-6.7,14.26,0.0,25.9,1.43,91.8,2.52,1.55,0.36,383.42,1.19,Healthcare,Diagnostics & Research,USA,58.66,487.47,0.15%,278916,3.76,11.78,362.67,19.60%,15.60%,11.30%,117.40%,36.70%,1.1,0.7,0.83,59.70%,27.10%,20.40%,5/2/2023 8:30:00 AM,82.99,82.01,0.30%,-14.61%,-0.23%,5.38,-0.21%,28.32%,45.99%,19.49%,1.68%,2.29%,2.2,0.72,0.025006667076948322,0.55%,1.23%,14.97%,-5.49%,53.75%,52.25,-0.11%,0.27%,188,481,456,353,312,166,441,10,351,171,340,160,177,482,324,4412
455,MTCH,"Match Group, Inc.",185,19,7,19,7,5,4,18,8,20,3,19,19,20,6,11,8827.19,12.84,1000.0,24.36,37.1,21.78,0.0,7.3,100.0,97.6,4.84,-13.63,-31.54,4424.55,1.09,Communication Services,Internet Content & Information,USA,29.76,30.86,-2.65%,6540877,0.76,2.78,15.26,-3.80%,39.06%,19.10%,-65.50%,14.50%,1.7,1.7,,69.70%,15.90%,9.50%,5/2/2023 4:30:00 PM,279.26,277.47,0.40%,-0.66%,-3.26%,3.03,-7.10%,-28.13%,-55.76%,-25.62%,3.20%,4.11%,2.1,1.49,0.04763447828904731,-9.68%,-15.01%,-33.94%,-64.72%,-2.31%,31.71,-2.71%,0.06%,472,163,470,166,114,78,429,188,478,60,453,462,487,127,269,4416
