No.,Ticker,Company,Combined_Score,Market Cap_dr,Forward P/E_dr,P/B_dr,P/Free Cash Flow_dr,EPS growth this year_dr,EPS growth next year_dr,Dividend Yield_dr,Return on Assets_dr,Total Debt/Equity_dr,Institutional Ownership_dr,Float Short_dr,Performance (Month)_dr,Performance (Quarter)_dr,Average Volume_dr,Beta_dr,Market Cap,Forward P/E,P/B,P/Free Cash Flow,EPS growth this year,EPS growth next year,Dividend Yield,Return on Assets,Total Debt/Equity,Institutional Ownership,Float Short,Performance (Month),Performance (Quarter),Average Volume,Beta,Sector,Industry,Country,P/E,Price,Change,Volume,PEG,P/S,P/Cash,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Earnings Date,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Transactions,Short Ratio,Performance (Week),Performance (Half Year),Performance (Year),Performance (YTD),Volatility (Week),Volatility (Month),Analyst Recom,Relative Volume,Average True Range,20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Market Cap_Rank,Forward P/E_Rank,P/B_Rank,P/Free Cash Flow_Rank,EPS growth this year_Rank,EPS growth next year_Rank,Dividend Yield_Rank,Return on Assets_Rank,Total Debt/Equity_Rank,Institutional Ownership_Rank,Float Short_Rank,Performance (Month)_Rank,Performance (Quarter)_Rank,Average Volume_Rank,Beta_Rank,Combined_Rank
261,PPG,"PPG Industries, Inc.",158,10,11,13,18,16,6,10,12,13,12,2,3,5,14,13,32786.16,17.47,4.95,3000.0,-27.0,16.49,1.79,4.8,1.03,82.5,0.81,10.36,5.17,1513.75,1.16,Basic Materials,Specialty Chemicals,USA,31.92,138.42,-0.62%,1024710,2.69,1.86,28.41,-5.80%,11.88%,3.70%,16.40%,8.30%,1.5,1.0,0.99,37.10%,8.10%,5.80%,4/20/2023 4:30:00 PM,235.8,234.4,0.28%,-11.02%,0.17%,1.25,0.25%,26.19%,7.54%,10.08%,1.81%,2.00%,2.5,0.68,0.02203438809420604,5.35%,5.99%,10.36%,-2.08%,29.29%,61.55,-0.45%,-0.18%,238,275,304,447,389,127,248,280,306,293,46,74,110,330,304,3771
262,AMD,"Advanced Micro Devices, Inc.",158,2,14,8,12,19,2,18,16,2,17,13,14,1,1,19,147806.5,21.08,2.71,47.45,-67.3,42.22,0.0,2.0,0.05,70.7,2.2,2.31,29.59,62211.08,1.95,Technology,Semiconductors,USA,103.67,91.75,-0.37%,38704002,12.63,6.26,25.24,21.90%,8.21%,35.10%,2.40%,2.40%,2.4,1.8,0.05,44.90%,5.40%,5.60%,1/31/2023 4:30:00 PM,1618.0,1604.72,0.50%,-2.74%,3.26%,0.57,-0.78%,58.60%,-3.52%,41.66%,3.32%,3.70%,2.0,0.62,0.0379291553133515,-4.30%,4.46%,17.33%,-16.26%,68.13%,49.3,-0.13%,-0.24%,50,344,196,282,464,34,447,389,47,414,304,345,9,5,477,3807
263,TFC,Truist Financial Corporation,159,8,2,1,18,12,19,1,17,11,16,10,12,20,2,10,43189.42,6.89,0.82,3000.0,-1.0,1.71,6.26,1.1,0.8,75.3,1.66,3.58,-29.53,12850.48,1.06,Financial,Banks - Regional,USA,7.51,33.25,-1.74%,14774939,,2.6,1.43,10.50%,-0.29%,17.70%,10.70%,12.50%,,,0.8,,81.40%,35.60%,4/20/2023 8:30:00 AM,1326.77,1322.79,0.10%,-1.67%,-0.15%,1.71,1.56%,-20.97%,-36.90%,-22.73%,3.72%,5.00%,2.5,1.15,0.04842105263157895,0.95%,-18.04%,-25.75%,-38.00%,15.85%,40.14,-3.90%,2.25%,182,27,14,434,283,460,14,421,257,378,227,292,494,40,251,3774
264,IVZ,Invesco Ltd.,159,20,3,1,11,18,6,3,16,10,6,17,9,18,5,16,7690.86,8.82,0.69,43.82,-50.3,16.4,4.44,2.3,0.72,92.2,3.36,5.43,-13.69,5317.51,1.34,Financial,Asset Management,USA,11.34,16.89,1.56%,5818400,,1.27,6.23,-9.30%,-0.99%,3.20%,6.10%,5.20%,,,0.72,68.80%,21.80%,11.30%,4/25/2023 8:30:00 AM,456.9,367.07,0.10%,-95.87%,5.29%,2.32,6.76%,21.77%,-19.99%,-6.11%,2.83%,3.05%,2.8,1.09,0.03019538188277087,6.65%,-1.56%,-1.84%,-23.57%,27.95%,57.48,0.36%,1.20%,483,70,9,267,450,128,54,379,237,141,403,217,437,107,384,3766
265,BAX,Baxter International Inc.,159,13,7,11,18,20,6,7,20,17,8,11,2,12,4,3,21741.97,13.09,3.74,3000.0,-291.0,15.28,2.69,-8.1,2.85,89.5,1.85,12.61,-4.52,6554.29,0.55,Healthcare,Medical Instruments & Supplies,USA,,43.05,-0.30%,3530589,,1.44,12.66,-33.50%,1.18%,7.40%,-33.20%,-9.60%,1.7,1.1,2.61,35.90%,-13.90%,-16.10%,4/27/2023 8:30:00 AM,507.0,503.13,0.24%,-5.17%,0.71%,1.42,1.77%,-21.73%,-44.86%,-15.54%,1.82%,2.38%,2.5,0.54,0.02299651567944251,6.62%,5.58%,-17.17%,-45.34%,15.28%,63.32,-0.23%,-0.07%,312,165,253,449,498,150,160,495,421,189,256,48,292,88,56,3832
266,MCK,McKesson Corporation,159,6,8,20,4,2,19,15,11,20,8,8,6,12,17,3,49984.96,13.69,1000.0,11.96,125.7,1.89,0.6,5.0,100.0,89.3,1.48,7.95,-4.95,989.24,0.58,Healthcare,Medical Distribution,USA,16.57,362.0,-0.64%,1546210,1.4,0.18,18.02,-20.80%,11.87%,5.90%,-147.80%,33.60%,0.9,0.5,,4.60%,1.50%,1.10%,5/8/2023 4:30:00 PM,139.9,136.82,0.10%,-14.44%,-1.23%,2.05,-2.19%,4.81%,12.22%,-3.50%,1.60%,1.79%,1.9,1.56,0.017928176795580113,1.90%,2.00%,0.53%,-9.90%,21.20%,54.74,-0.78%,0.14%,151,181,483,81,31,459,374,276,484,193,196,128,302,403,69,3811
267,AMAT,"Applied Materials, Inc.",159,4,10,15,8,8,20,13,1,6,13,11,20,7,4,19,97806.4,16.67,7.11,30.55,16.1,-4.01,1.13,24.3,0.43,79.9,1.83,-4.71,2.45,6532.9,1.6,Technology,Semiconductor Equipment & Materials,USA,15.13,112.9,-0.50%,5210702,1.21,3.73,24.17,18.00%,12.48%,11.90%,52.40%,38.00%,2.3,1.5,0.41,46.40%,29.60%,24.60%,2/16/2023 4:30:00 PM,845.0,834.77,0.35%,-1.19%,0.73%,2.34,-1.35%,48.53%,-1.45%,15.94%,3.02%,3.14%,2.2,0.8,0.03436669619131975,-5.32%,-4.11%,9.89%,-10.13%,58.75%,41.09,-0.41%,-0.10%,80,247,362,196,181,482,321,18,135,327,254,487,164,90,459,3803
268,CHRW,"C.H. Robinson Worldwide, Inc.",159,18,13,16,3,7,9,7,4,15,1,20,19,7,14,6,11194.11,18.64,8.38,8.59,17.3,12.02,2.55,13.6,1.53,99.53,12.34,-2.08,2.21,1417.07,0.81,Industrials,Integrated Freight & Logistics,USA,13.11,95.57,-0.01%,768912,13.58,0.45,51.47,16.20%,0.96%,10.70%,52.40%,30.30%,1.1,1.1,0.68,14.50%,5.10%,3.80%,4/26/2023 4:30:00 PM,118.76,115.1,0.30%,-2.16%,-0.27%,10.03,3.13%,1.15%,-5.76%,4.38%,2.64%,2.31%,3.2,0.54,0.024589306267657218,-0.25%,-3.88%,-4.63%,-21.17%,10.36%,46.25,0.28%,-0.29%,446,305,381,57,170,225,174,89,360,6,495,460,167,339,139,3813
269,XEL,Xcel Energy Inc.,159,9,13,7,20,10,16,6,14,15,13,5,11,11,8,1,38485.12,19.42,2.31,3000.0,7.3,6.96,2.97,2.9,1.49,79.9,1.11,4.2,-2.52,2980.39,0.43,Utilities,Utilities - Regulated Electric,USA,22.12,70.14,-1.27%,2314573,3.46,2.51,346.71,6.60%,6.40%,6.10%,10.70%,6.20%,0.8,0.7,1.37,87.20%,15.90%,11.30%,4/27/2023 8:30:00 AM,550.0,546.12,0.10%,-0.34%,0.35%,2.04,-1.59%,21.06%,-6.14%,0.04%,1.47%,2.04%,2.4,0.78,0.020245223838038208,3.62%,4.70%,1.60%,-9.68%,23.29%,60.97,0.09%,-1.35%,203,322,164,501,237,381,138,352,354,326,109,260,257,197,26,3827
270,SYK,Stryker Corporation,159,3,17,15,15,7,10,14,9,11,14,11,7,2,15,9,110746.26,26.22,6.65,112.43,18.3,10.91,1.03,6.5,0.79,79.8,1.85,6.86,13.81,1295.8,0.95,Healthcare,Medical Devices,USA,47.28,291.76,0.05%,1235241,5.12,6.0,57.44,4.80%,9.24%,8.20%,14.80%,8.50%,1.6,1.0,0.71,63.10%,15.40%,12.80%,5/1/2023 4:30:00 PM,378.5,371.63,0.10%,-62.76%,1.53%,5.31,1.42%,39.83%,11.18%,19.33%,1.09%,1.50%,2.3,0.95,0.015149437894159583,3.47%,6.78%,23.85%,-0.79%,54.50%,72.68,0.17%,-0.12%,73,417,358,374,165,250,334,226,255,329,257,161,34,358,203,3794
271,GM,General Motors Company,160,7,1,1,2,13,19,14,13,15,12,12,17,16,2,16,48796.45,5.44,0.72,7.61,-8.5,2.09,1.04,3.5,1.69,82.8,2.06,0.47,-10.02,15449.53,1.36,Consumer Cyclical,Auto Manufacturers,USA,5.62,34.49,-0.12%,9154809,0.36,0.31,1.56,3.30%,15.70%,1.50%,13.80%,4.30%,1.1,0.9,1.12,13.40%,6.20%,5.70%,4/25/2023 8:30:00 AM,1415.0,1349.91,0.20%,-1.18%,-3.16%,1.8,-0.29%,7.11%,-13.86%,2.53%,3.29%,2.89%,2.3,0.59,0.03305305885763989,-1.07%,-9.13%,-6.82%,-20.95%,13.72%,41.81,-0.75%,0.64%,157,10,11,51,316,453,332,322,375,287,284,404,394,30,393,3819
272,CFG,"Citizens Financial Group, Inc.",160,17,1,1,1,15,19,1,18,5,6,17,20,20,4,15,13875.17,5.94,0.66,4.32,-20.5,0.25,5.77,0.9,0.34,92.1,3.37,-7.65,-30.43,6610.62,1.3,Financial,Banks - Regional,USA,7.11,29.1,-1.52%,9369907,8.37,1.97,1.19,9.60%,0.85%,7.50%,9.20%,17.10%,,,0.31,,78.40%,27.80%,4/19/2023 8:30:00 AM,493.49,482.52,0.30%,-10.72%,-0.02%,2.46,0.10%,-14.84%,-28.85%,-26.09%,2.73%,4.37%,2.1,1.42,0.04329896907216495,-4.30%,-20.53%,-23.41%,-35.82%,2.92%,32.9,-3.35%,1.90%,407,13,7,17,372,468,18,430,102,143,405,494,495,86,367,3824
273,HII,"Huntington Ingalls Industries, Inc.",160,19,6,7,8,10,5,8,11,11,8,13,15,15,20,4,8444.19,12.56,2.41,29.12,7.0,17.85,2.36,5.4,0.83,89.2,2.35,2.2,-8.11,420.13,0.63,Industrials,Aerospace & Defense,USA,14.53,209.95,-0.71%,197035,1.31,0.79,18.08,6.70%,11.06%,7.50%,18.80%,6.60%,0.9,0.9,0.72,13.50%,5.30%,5.40%,5/4/2023 8:30:00 AM,40.1,39.06,0.10%,-17.31%,-1.63%,2.19,1.85%,-7.39%,-0.01%,-8.99%,1.65%,1.87%,2.7,0.47,0.0189092641105025,2.01%,-1.25%,-6.52%,-19.26%,8.02%,51.8,-0.27%,-0.44%,473,148,172,192,238,113,198,256,266,194,318,353,371,480,84,3856
274,ZBH,"Zimmer Biomet Holdings, Inc.",160,11,11,7,8,17,15,15,17,6,6,9,9,4,15,10,27646.8,17.48,2.31,30.87,-34.8,7.22,0.73,1.1,0.47,92.1,1.57,5.68,7.44,1330.52,1.01,Healthcare,Medical Devices,USA,95.99,132.37,-0.11%,647855,16.51,3.98,73.59,-12.30%,5.82%,-2.30%,1.90%,3.30%,1.9,1.0,0.43,70.90%,10.00%,3.30%,5/2/2023 8:30:00 AM,209.9,209.7,0.10%,-13.84%,-0.06%,2.47,2.48%,23.64%,4.52%,3.82%,1.33%,1.40%,2.8,0.49,0.01541134698194455,3.72%,4.73%,12.78%,-1.98%,31.86%,67.36,-0.04%,-0.08%,269,276,163,198,414,372,362,418,144,144,218,210,83,353,228,3852
275,HON,Honeywell International Inc.,160,3,13,15,14,13,10,9,8,13,15,2,10,16,8,11,130613.37,19.57,7.89,73.01,-8.1,10.9,2.1,8.0,1.17,75.9,0.75,4.48,-9.0,3188.58,1.09,Industrials,Conglomerates,USA,27.03,196.55,0.33%,1963946,3.36,3.68,12.92,4.20%,8.05%,-2.60%,28.30%,13.70%,1.3,1.0,0.91,32.80%,18.00%,14.00%,4/27/2023 8:30:00 AM,670.5,667.32,0.10%,-7.68%,0.09%,1.56,3.20%,13.75%,2.91%,-8.28%,1.29%,1.59%,2.3,0.62,0.01622996692953447,3.46%,1.00%,0.73%,-11.05%,17.96%,60.42,0.52%,-0.18%,59,325,375,337,315,251,222,184,325,371,34,251,382,183,272,3886
276,AME,"AMETEK, Inc.",160,10,15,11,10,7,15,15,7,4,8,3,13,12,16,14,31958.85,21.5,4.25,39.54,17.8,7.34,0.72,9.6,0.32,89.0,0.89,3.25,-4.95,1069.41,1.23,Industrials,Specialty Industrial Machinery,USA,27.62,138.35,-0.07%,828105,2.76,5.2,92.53,14.50%,10.00%,7.40%,16.30%,12.50%,1.6,0.9,0.29,34.90%,24.40%,18.90%,2/2/2023 8:30:00 AM,229.75,228.54,0.30%,-29.56%,0.85%,1.91,2.29%,21.37%,7.51%,-0.98%,1.51%,1.90%,2.4,0.77,0.019515720997470187,-0.54%,-2.02%,5.33%,-6.56%,30.31%,47.27,-0.04%,-0.04%,243,354,274,248,167,365,363,153,95,199,59,307,301,394,337,3859
277,ORLY,"O'Reilly Automotive, Inc.",160,6,15,20,6,10,10,19,2,20,10,9,4,3,19,7,54758.61,21.69,1000.0,21.18,7.6,11.46,0.0,17.8,100.0,85.6,1.64,9.04,10.04,455.36,0.88,Consumer Cyclical,Specialty Retail,USA,26.64,892.27,0.49%,237552,2.55,3.8,504.22,22.60%,10.45%,9.90%,-234.80%,70.30%,0.7,0.1,,51.20%,20.50%,15.10%,4/26/2023 4:30:00 PM,62.55,61.08,0.60%,-20.59%,-2.91%,2.2,3.62%,22.64%,24.35%,5.72%,1.28%,1.52%,2.2,0.52,0.014816143095699733,6.21%,6.96%,14.84%,0.26%,58.51%,72.27,0.79%,-0.30%,139,360,482,143,232,240,466,51,492,243,224,100,60,476,172,3880
278,ECL,Ecolab Inc.,160,7,18,15,15,12,5,13,11,14,7,2,13,4,15,9,46528.21,28.29,6.46,98.41,-2.5,17.25,1.29,5.2,1.19,90.8,0.75,3.23,7.17,1199.85,1.0,Basic Materials,Specialty Chemicals,USA,43.13,164.37,-1.43%,923870,3.53,3.28,77.73,-3.60%,12.23%,0.50%,15.30%,8.70%,1.3,0.9,1.12,38.20%,11.40%,7.70%,5/2/2023 8:30:00 AM,284.6,283.63,0.10%,-1.26%,1.13%,1.78,-1.60%,16.96%,-8.34%,12.92%,1.76%,1.77%,2.5,0.77,0.018738212569203626,1.53%,3.28%,5.75%,-11.39%,25.43%,55.23,-0.98%,-0.45%,171,430,353,365,291,119,305,264,328,170,35,308,86,372,220,3817
279,EMN,Eastman Chemical Company,161,19,4,5,5,11,8,4,11,12,9,10,13,16,16,18,9985.61,9.36,1.92,17.19,1.6,13.13,3.82,5.3,1.0,87.8,1.69,3.31,-9.25,1078.04,1.52,Basic Materials,Specialty Chemicals,USA,13.16,82.82,-0.67%,669020,2.45,0.94,20.25,-2.40%,5.38%,2.10%,14.60%,9.50%,1.2,0.6,0.78,20.20%,11.00%,7.50%,4/27/2023 4:30:00 PM,119.3,118.11,0.69%,-0.23%,-2.96%,1.86,2.34%,15.64%,-22.95%,1.69%,2.02%,2.46%,2.5,0.62,0.026201400627867667,1.38%,-1.65%,-3.05%,-26.93%,18.47%,50.66,-0.97%,0.30%,463,82,119,118,266,201,81,259,300,214,235,303,386,393,439,3859
280,TMUS,"T-Mobile US, Inc.",161,2,9,8,13,12,2,18,17,13,19,19,12,9,5,3,181810.19,15.5,2.66,64.68,-3.8,39.77,0.0,1.2,1.13,42.6,5.46,3.58,-0.21,5243.46,0.55,Communication Services,Telecom Services,USA,64.34,149.59,-0.52%,3227418,0.99,2.28,40.34,-2.40%,64.93%,14.40%,3.70%,4.00%,0.8,0.7,1.04,59.80%,8.20%,3.30%,2/1/2023 8:30:00 AM,1240.71,589.74,0.30%,-7.90%,-1.01%,6.14,-0.01%,12.52%,13.81%,6.85%,0.94%,1.35%,2.0,0.62,0.01397152216057223,2.67%,3.28%,4.55%,-3.10%,23.73%,62.06,-0.13%,-0.39%,38,224,194,321,297,38,450,416,320,475,464,291,209,110,57,3904
281,BRO,"Brown & Brown, Inc.",161,15,15,10,7,8,12,15,11,11,16,5,4,12,15,5,16623.09,21.64,3.55,23.44,14.3,10.32,0.78,5.2,0.86,75.1,1.21,9.99,-4.69,1160.63,0.75,Financial,Insurance Brokers,USA,24.84,58.77,-0.32%,721209,1.88,4.65,25.11,19.70%,13.22%,13.70%,15.00%,9.50%,1.1,1.1,0.8,,28.30%,18.40%,4/24/2023 4:30:00 PM,278.1,235.82,0.10%,3.06%,-0.94%,2.45,-0.63%,-3.15%,-18.31%,3.16%,1.55%,1.81%,2.5,0.62,0.018036413135953718,3.60%,3.37%,-1.36%,-18.80%,11.26%,60.35,-0.42%,0.10%,369,358,249,160,195,278,356,265,270,380,122,79,296,377,117,3871
282,APD,"Air Products and Chemicals, Inc.",161,5,16,12,19,9,12,8,8,8,10,3,13,15,16,7,63985.11,22.91,4.56,3000.0,10.6,10.23,2.45,8.2,0.58,85.4,0.87,3.31,-7.74,1123.83,0.86,Basic Materials,Specialty Chemicals,USA,28.24,286.21,-0.67%,485539,3.21,4.97,20.31,14.30%,8.79%,9.20%,16.60%,8.80%,1.9,1.7,0.54,27.10%,19.20%,17.60%,2/2/2023 8:30:00 AM,222.2,220.96,0.30%,-0.07%,1.11%,1.71,1.49%,24.81%,15.51%,-7.15%,1.44%,1.89%,2.3,0.43,0.018762447154187487,2.33%,0.90%,4.64%,-12.89%,30.76%,54.1,-0.24%,-0.43%,120,379,286,475,213,281,191,182,188,247,54,304,358,385,165,3828
283,TXT,Textron Inc.,162,16,6,6,4,7,9,16,11,7,9,15,12,12,14,18,14113.08,12.05,2.01,12.63,21.6,13.0,0.12,5.4,0.5,86.8,2.87,3.67,-3.99,1483.66,1.48,Industrials,Aerospace & Defense,USA,17.09,68.59,0.34%,1311698,1.26,1.1,6.94,13.50%,13.55%,-1.90%,12.50%,6.80%,2.0,1.1,0.5,16.10%,6.90%,6.70%,4/27/2023 8:30:00 AM,208.33,204.14,0.45%,-23.46%,-13.24%,3.95,1.30%,13.45%,1.34%,-3.12%,1.52%,1.91%,,0.88,0.0201195509549497,0.12%,-3.75%,1.72%,-9.88%,20.10%,46.52,0.87%,-0.53%,402,129,130,87,155,204,395,255,156,224,369,284,284,332,430,3836
284,DOV,Dover Corporation,162,13,9,12,14,12,13,12,6,11,4,7,10,6,17,16,20738.7,15.03,4.81,69.8,-4.1,9.39,1.37,9.9,0.86,94.7,1.4,4.76,2.88,927.56,1.35,Industrials,Specialty Industrial Machinery,USA,20.23,147.01,-0.33%,481309,1.97,2.44,54.45,11.00%,10.26%,4.50%,25.10%,14.50%,1.2,0.7,0.69,36.10%,16.20%,12.50%,4/26/2023 8:30:00 AM,140.32,138.08,0.20%,-11.64%,0.44%,2.09,3.84%,25.25%,-0.58%,8.57%,2.16%,2.24%,2.3,0.52,0.023739881640704716,2.02%,-1.26%,8.22%,-8.50%,28.40%,52.16,-0.31%,-0.03%,321,209,298,329,300,303,296,146,273,93,170,242,148,415,391,3934
285,DUK,Duke Energy Corporation,162,5,10,4,20,12,17,3,17,15,18,2,16,14,8,1,74566.69,16.33,1.59,3000.0,-4.7,6.16,4.12,1.4,1.59,64.4,0.82,0.84,-7.08,3158.81,0.42,Utilities,Utilities - Regulated Electric,USA,19.96,97.64,-1.51%,3217736,3.76,2.59,182.31,3.00%,5.30%,4.10%,5.10%,4.70%,0.7,0.5,1.42,65.00%,20.90%,8.50%,2/9/2023 8:30:00 AM,770.0,769.27,0.12%,-0.40%,0.18%,2.0,-2.11%,13.57%,-15.40%,-5.19%,1.34%,1.79%,2.5,1.02,0.01894715280622696,1.19%,0.71%,-3.09%,-16.07%,16.57%,52.19,-0.50%,-1.02%,105,237,81,489,302,404,70,409,365,440,49,396,349,185,21,3902
286,LRCX,Lam Research Corporation,162,5,12,16,9,7,20,12,1,8,10,12,13,4,15,18,67538.27,18.45,8.2,32.21,21.8,-19.31,1.38,28.6,0.6,86.4,2.1,2.83,6.55,1285.74,1.51,Technology,Semiconductor Equipment & Materials,USA,13.46,500.84,0.50%,924480,5.91,3.55,14.72,28.80%,2.28%,16.50%,73.20%,42.50%,3.0,2.0,0.6,45.30%,31.80%,26.90%,4/19/2023 4:30:00 PM,136.02,134.52,0.20%,-3.23%,1.90%,2.2,1.43%,54.59%,7.25%,19.16%,3.00%,3.46%,2.4,0.72,0.03472166759843463,-1.39%,-0.39%,10.58%,-8.75%,67.17%,49.36,0.75%,-0.25%,113,302,378,207,154,492,295,6,196,231,291,324,92,359,434,3874
287,ULTA,"Ulta Beauty, Inc.",162,11,13,17,7,5,15,20,1,2,3,16,15,3,19,15,27513.6,19.57,13.81,23.52,33.6,7.33,0.0,24.1,0.0,96.8,3.12,2.0,8.71,589.6,1.32,Consumer Cyclical,Specialty Retail,USA,22.27,534.66,1.18%,422851,1.74,2.7,37.29,20.20%,12.80%,11.60%,67.20%,63.10%,1.6,0.7,0.0,39.60%,16.10%,12.20%,3/9/2023 4:30:00 PM,50.62,50.17,0.10%,-34.71%,1.39%,2.65,2.63%,34.33%,31.72%,13.98%,1.70%,1.89%,2.2,0.72,0.018815695956308685,1.77%,2.08%,18.57%,-3.33%,61.63%,55.09,1.63%,-0.43%,270,326,424,161,121,367,478,20,36,57,384,358,69,456,376,3903
288,EL,The Estee Lauder Companies Inc.,162,4,19,18,17,15,2,14,8,12,7,6,6,11,14,9,90049.08,34.75,15.39,1429.35,-16.0,47.39,1.04,7.2,0.91,91.3,1.23,7.27,-3.14,1429.7,1.01,Consumer Defensive,Household & Personal Products,USA,61.58,254.01,1.00%,1636816,8.23,5.5,24.17,14.40%,7.48%,8.40%,25.80%,23.10%,1.7,1.1,0.87,73.90%,12.40%,9.10%,5/3/2023 8:30:00 AM,357.7,230.07,0.20%,-4.51%,-0.57%,1.98,5.28%,18.09%,-3.31%,2.38%,2.00%,2.03%,2.1,1.14,0.02165269083894335,5.01%,2.67%,3.93%,-11.12%,36.22%,63.33,0.73%,0.26%,89,461,429,413,353,31,331,198,286,157,130,149,270,337,225,3859
289,MS,Morgan Stanley,163,3,5,4,19,16,6,4,17,18,18,7,15,12,3,16,145200.23,10.8,1.57,3000.0,-23.4,15.24,3.58,0.9,7.36,63.8,1.39,1.55,-4.22,7945.41,1.33,Financial,Capital Markets,USA,14.13,86.71,1.19%,7862842,2.75,2.2,1.13,10.50%,5.13%,8.60%,11.30%,1.50%,,,2.56,76.10%,21.40%,16.00%,4/19/2023 8:30:00 AM,1652.0,1307.99,0.20%,-16.35%,-1.00%,2.3,2.99%,13.20%,3.31%,1.99%,1.54%,2.34%,2.3,0.99,0.024218659900818826,1.25%,-6.02%,-0.69%,-14.14%,20.35%,47.44,0.07%,1.12%,53,110,78,455,380,151,91,426,442,441,166,374,289,66,383,3905
290,PCG,PG&E Corporation,163,8,6,3,17,9,11,19,16,17,16,16,7,4,2,12,41130.7,12.57,1.47,3000.0,10.0,10.71,0.0,1.6,2.28,73.2,3.35,6.49,5.76,14771.28,1.13,Utilities,Utilities - Regulated Electric,USA,20.04,16.89,0.54%,14403885,5.81,1.9,56.04,-24.70%,3.45%,4.80%,8.20%,4.20%,0.8,0.8,2.09,77.60%,8.50%,8.30%,2/23/2023 8:30:00 AM,1987.0,1967.91,12.60%,-33.57%,11.45%,4.46,1.08%,20.04%,34.80%,3.87%,1.91%,2.18%,2.1,0.98,0.02072232089994079,4.59%,6.10%,18.76%,-0.71%,75.21%,65.85,0.66%,-0.12%,189,149,65,425,220,262,469,400,407,392,401,173,99,31,295,3977
291,HCA,"HCA Healthcare, Inc.",163,5,8,20,6,13,9,14,6,19,18,4,3,4,15,19,75988.57,14.12,1000.0,21.87,-9.5,12.29,0.88,10.9,100.0,66.8,1.07,10.46,7.13,1273.24,1.65,Healthcare,Medical Care Facilities,USA,14.21,273.35,-0.02%,1084055,1.96,1.26,83.69,23.10%,7.25%,6.70%,-190.50%,20.50%,1.4,1.2,,84.40%,14.90%,9.40%,4/21/2023 8:30:00 AM,280.64,210.77,0.10%,-32.24%,-2.37%,1.77,1.02%,36.34%,4.78%,13.91%,1.55%,1.80%,1.8,0.85,0.017742820559721966,4.48%,6.57%,20.71%,-2.03%,66.20%,71.28,0.27%,-0.29%,103,197,491,148,322,219,348,131,472,430,100,70,88,360,463,3942
292,DGX,Quest Diagnostics Incorporated,163,16,9,8,5,18,17,9,9,9,4,16,7,12,16,8,15893.68,15.46,2.73,15.75,-48.6,5.6,2.0,7.1,0.68,95.0,3.25,7.14,-3.9,1155.63,0.94,Healthcare,Diagnostics & Research,USA,17.99,142.34,-0.23%,703861,,1.61,50.46,11.00%,-7.74%,6.00%,15.10%,11.70%,1.2,1.1,0.68,35.10%,14.40%,9.50%,4/27/2023 8:30:00 AM,113.0,110.08,0.20%,-25.08%,-1.33%,3.1,-0.38%,14.43%,3.69%,-9.01%,1.17%,1.74%,2.6,0.61,0.015947730785443304,2.25%,1.21%,2.03%,-10.10%,18.22%,55.91,0.14%,-0.37%,385,222,197,109,444,417,226,207,225,86,396,154,283,378,196,3925
293,KLAC,KLA Corporation,163,6,13,18,7,3,20,12,1,2,7,9,16,17,16,16,52899.39,19.58,20.36,23.02,63.9,-21.39,1.39,27.5,0.0,91.6,1.6,1.28,-10.51,1115.41,1.38,Technology,Semiconductor Equipment & Materials,USA,15.42,375.04,0.17%,786658,3.69,5.05,18.45,30.10%,4.18%,21.50%,139.00%,43.30%,2.3,1.6,2.35,62.40%,39.70%,33.80%,4/26/2023 4:30:00 PM,141.3,138.09,0.30%,-6.96%,-4.49%,1.98,0.10%,36.47%,13.56%,-0.53%,2.97%,3.13%,2.1,0.71,0.03268984641638225,-2.30%,-3.09%,3.35%,-12.67%,49.90%,45.46,0.44%,-0.26%,142,327,440,157,68,494,293,10,33,153,221,383,405,386,397,3909
294,PWR,"Quanta Services, Inc.",163,12,14,12,10,12,8,16,13,10,4,15,7,2,17,11,24024.75,20.53,4.42,36.31,-0.7,14.19,0.19,3.7,0.69,94.4,2.8,6.88,12.32,931.74,1.08,Industrials,Engineering & Construction,USA,49.98,166.02,0.59%,444021,4.15,1.41,56.07,16.30%,12.04%,12.50%,9.40%,7.50%,1.6,1.6,0.69,14.80%,5.10%,2.90%,2/23/2023 8:30:00 AM,143.21,141.17,0.20%,-12.58%,-1.40%,4.25,4.33%,31.39%,23.97%,16.51%,1.63%,2.20%,1.9,0.48,0.02162390073485122,2.59%,4.64%,14.88%,-1.62%,56.14%,60.07,0.70%,-0.10%,290,339,281,229,282,177,393,315,231,100,367,159,41,412,260,3876
