No.,Ticker,Company,Combined_Score,Market Cap_dr,Forward P/E_dr,P/B_dr,P/Free Cash Flow_dr,EPS growth this year_dr,EPS growth next year_dr,Dividend Yield_dr,Return on Assets_dr,Total Debt/Equity_dr,Institutional Ownership_dr,Float Short_dr,Performance (Month)_dr,Performance (Quarter)_dr,Average Volume_dr,Beta_dr,Market Cap,Forward P/E,P/B,P/Free Cash Flow,EPS growth this year,EPS growth next year,Dividend Yield,Return on Assets,Total Debt/Equity,Institutional Ownership,Float Short,Performance (Month),Performance (Quarter),Average Volume,Beta,Sector,Industry,Country,P/E,Price,Change,Volume,PEG,P/S,P/Cash,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Earnings Date,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Transactions,Short Ratio,Performance (Week),Performance (Half Year),Performance (Year),Performance (YTD),Volatility (Week),Volatility (Month),Analyst Recom,Relative Volume,Average True Range,20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Market Cap_Rank,Forward P/E_Rank,P/B_Rank,P/Free Cash Flow_Rank,EPS growth this year_Rank,EPS growth next year_Rank,Dividend Yield_Rank,Return on Assets_Rank,Total Debt/Equity_Rank,Institutional Ownership_Rank,Float Short_Rank,Performance (Month)_Rank,Performance (Quarter)_Rank,Average Volume_Rank,Beta_Rank,Combined_Rank
14,MRO,Marathon Oil Corporation,120,16,1,3,1,1,2,11,2,7,15,15,6,18,2,20,15117.2,6.13,1.35,4.02,338.0,33.82,1.66,19.5,0.52,79.3,2.79,8.12,-13.59,10947.73,2.4,Energy,Oil & Gas E&P,USA,4.64,24.09,-0.74%,7865113,,1.87,45.26,48.30%,-9.31%,11.40%,31.80%,21.80%,0.7,0.7,0.49,91.50%,48.90%,44.70%,5/3/2023 4:30:00 PM,637.0,620.38,0.20%,-30.57%,-5.65%,1.58,-6.37%,-15.03%,-12.88%,-11.01%,2.63%,2.77%,2.2,0.72,0.033623910336239106,-2.13%,-2.90%,-7.64%,-27.92%,24.05%,44.56,-0.90%,0.16%,394,14,56,9,6,45,261,41,165,360,366,146,442,44,489,2838
15,DVN,Devon Energy Corporation,120,9,2,9,4,2,14,1,1,8,14,13,2,19,2,20,35329.3,7.66,3.11,13.54,118.0,8.14,9.44,25.8,0.6,80.7,2.37,12.29,-16.01,10418.98,2.37,Energy,Oil & Gas E&P,USA,5.88,53.63,-0.72%,5510398,,1.84,24.3,94.00%,-4.02%,24.10%,57.50%,34.90%,1.3,1.2,0.58,55.30%,41.60%,31.10%,5/8/2023 4:30:00 PM,648.0,647.71,0.40%,1.35%,0.46%,1.47,-3.72%,-22.99%,-12.51%,-11.59%,1.74%,2.46%,2.2,0.52,0.028155882901361177,2.62%,1.17%,-11.06%,-29.71%,21.80%,52.76,-1.00%,0.28%,226,38,225,100,39,343,3,16,198,337,320,33,458,45,488,2869
16,INTC,Intel Corporation,120,3,10,2,5,19,1,11,12,5,19,11,7,7,1,7,128718.64,16.19,1.23,13.95,-60.0,258.62,1.65,4.6,0.41,62.5,1.94,7.71,3.7,46803.08,0.87,Technology,Semiconductors,USA,15.53,30.3,-1.81%,28655762,,2.04,4.54,-8.90%,-10.86%,0.10%,7.90%,2.50%,1.6,1.2,0.37,42.60%,5.30%,12.70%,4/27/2023 4:30:00 PM,4171.05,4167.9,0.06%,6.01%,-1.79%,1.73,-4.99%,16.54%,-37.02%,14.64%,2.02%,2.65%,3.1,0.61,0.02838283828382838,-4.06%,4.66%,0.43%,-38.04%,23.22%,45.62,-1.75%,-0.06%,57,232,43,103,459,7,264,288,126,469,267,162,168,8,169,2822
17,AIG,"American International Group, Inc.",121,9,2,1,4,7,5,8,16,10,7,6,10,19,5,12,38400.11,7.04,0.97,11.9,20.2,18.09,2.48,1.9,0.69,92.0,1.32,5.74,-17.48,5442.14,1.13,Financial,Insurance - Diversified,USA,4.03,51.55,-1.51%,3912807,0.26,0.68,18.8,81.60%,15.50%,2.60%,23.00%,18.60%,,,0.63,,27.30%,18.20%,5/4/2023 4:30:00 PM,744.82,726.3,0.32%,0.00%,-3.04%,1.76,0.21%,-2.27%,-19.97%,-18.49%,2.14%,2.29%,2.3,0.72,0.026576139670223087,2.43%,-5.32%,-8.06%,-21.57%,12.90%,48.07,-0.88%,-0.63%,208,29,20,83,158,114,186,395,232,169,151,247,468,105,294,2859
18,DLTR,"Dollar Tree, Inc.",121,10,13,11,6,6,4,17,9,2,1,15,5,8,10,4,33151.37,19.06,3.81,20.59,24.3,19.45,0.0,7.1,0.0,102.34,2.84,8.92,2.17,2244.05,0.66,Consumer Defensive,Discount Stores,USA,20.96,150.99,0.76%,1436150,1.32,1.17,51.57,8.30%,15.86%,5.00%,19.20%,14.30%,1.5,0.2,0.39,31.50%,7.90%,5.70%,3/1/2023 8:30:00 AM,221.1,218.28,0.10%,4.16%,1.30%,2.76,2.09%,7.87%,-13.26%,6.75%,1.70%,1.97%,2.5,0.64,0.020067554142658452,3.36%,4.20%,0.83%,-14.79%,21.02%,59.76,0.01%,0.75%,240,307,259,141,140,100,424,208,27,13,368,114,193,239,91,2864
19,MSFT,Microsoft Corporation,121,1,17,17,12,7,7,14,2,5,17,1,11,1,1,8,2129746.49,26.65,11.63,52.39,19.8,14.75,0.95,18.8,0.35,72.4,0.55,4.95,18.96,30888.18,0.93,Technology,Software - Infrastructure,USA,31.77,285.76,-0.12%,21676388,2.67,10.44,21.4,24.30%,11.91%,15.50%,39.30%,31.30%,1.9,1.9,0.32,68.20%,40.50%,33.00%,4/25/2023 4:30:00 PM,7451.0,7438.05,0.05%,-0.78%,0.47%,1.33,-0.13%,20.84%,-0.21%,19.16%,1.53%,1.76%,1.9,0.69,0.020226763717805154,0.33%,5.81%,11.96%,-2.86%,33.89%,56.69,0.26%,-0.38%,2,416,410,297,161,167,342,44,103,422,7,275,21,14,190,2871
20,RE,"Everest Re Group, Ltd.",122,15,1,4,1,19,5,10,17,5,4,6,8,4,20,3,16563.01,6.73,1.74,4.81,-56.4,18.21,1.78,1.5,0.37,96.5,1.31,7.16,9.55,283.99,0.6,Financial,Insurance - Reinsurance,Bermuda,25.05,370.62,-1.33%,340271,2.09,1.32,11.85,5.50%,12.00%,13.60%,6.80%,10.00%,,,0.37,,9.20%,4.70%,5/1/2023 4:30:00 PM,39.6,38.55,0.50%,-7.06%,0.20%,1.78,3.18%,32.52%,24.61%,11.88%,1.61%,1.78%,1.9,1.2,0.02064108790675085,2.84%,1.05%,16.90%,-6.17%,51.54%,56.02,-0.57%,-0.76%,372,25,100,18,455,112,245,410,108,89,150,184,83,494,70,2915
21,HIG,"The Hartford Financial Services Group, Inc.",122,13,2,4,2,15,5,8,15,2,6,4,14,15,10,7,22005.24,7.18,1.66,6.61,-17.8,18.57,2.44,2.5,0.0,93.6,1.04,3.54,-7.34,2272.81,0.85,Financial,Insurance - Diversified,USA,12.75,69.54,-1.28%,1556313,1.0,0.98,96.09,26.30%,12.72%,5.40%,13.00%,11.50%,,,0.33,,11.00%,8.00%,4/27/2023 4:30:00 PM,317.3,311.66,0.20%,-41.05%,-1.59%,1.42,2.20%,2.26%,-6.85%,-8.29%,1.88%,2.06%,2.0,0.68,0.02401495542134023,0.55%,-3.64%,-1.24%,-12.46%,15.58%,47.69,-0.81%,-0.47%,314,31,86,36,365,108,193,376,30,141,93,335,367,237,156,2868
22,CSCO,"Cisco Systems, Inc.",122,2,5,12,6,9,15,5,5,3,17,4,20,9,1,9,190783.3,11.67,4.65,20.72,12.7,7.27,3.32,12.0,0.21,74.9,1.02,-4.91,0.53,18569.52,0.99,Technology,Communication Equipment,USA,17.23,47.03,0.97%,20861008,2.35,3.59,8.65,8.20%,7.32%,1.40%,27.90%,22.90%,1.4,1.3,0.18,61.90%,26.10%,21.30%,2/15/2023 4:30:00 PM,4103.0,4092.14,0.10%,-7.55%,-0.08%,2.25,-6.94%,12.30%,-11.30%,-1.28%,1.97%,1.52%,2.3,1.13,0.020199872421858386,-7.04%,-5.23%,1.08%,-12.63%,21.82%,31.77,1.00%,-0.03%,35,123,289,142,206,371,112,120,71,405,88,480,219,26,215,2902
23,GILD,"Gilead Sciences, Inc.",122,4,6,13,7,16,17,4,8,14,13,6,2,7,4,1,105762.57,11.94,5.12,22.82,-26.2,5.98,3.47,7.3,1.19,83.0,1.25,11.26,4.29,5802.06,0.4,Healthcare,Drug Manufacturers - General,USA,23.8,86.57,2.22%,8039535,8.65,3.88,16.56,-13.90%,2.75%,0.90%,22.30%,13.10%,1.3,1.2,1.08,79.30%,26.90%,16.80%,4/27/2023 4:30:00 PM,1255.0,1234.53,0.10%,-3.40%,0.87%,2.67,4.30%,30.79%,36.12%,0.84%,1.41%,1.65%,2.6,1.39,0.01640291093912441,5.11%,5.65%,14.53%,-3.53%,51.44%,69.93,2.00%,0.21%,77,128,308,155,388,408,97,200,328,305,134,45,156,99,18,2846
24,GOOGL,Alphabet Inc.,122,1,11,13,7,15,4,17,3,2,15,1,16,5,1,11,1352089.9,17.39,5.31,22.53,-18.8,20.19,0.0,16.7,0.06,78.6,0.7,1.97,7.54,38787.07,1.1,Communication Services,Internet Content & Information,USA,23.49,105.41,0.11%,25800082,1.44,4.78,11.89,23.30%,16.34%,20.60%,23.50%,23.40%,2.4,2.3,0.06,55.40%,26.50%,21.20%,4/25/2023 4:30:00 PM,6839.0,5938.48,0.28%,4.50%,-0.21%,1.07,-3.18%,5.80%,-17.67%,19.47%,1.85%,2.16%,1.8,0.66,0.024855326819087375,0.62%,6.72%,4.44%,-18.98%,26.48%,55.55,-0.06%,0.17%,4,271,314,152,370,96,422,61,47,368,24,384,111,9,274,2907
25,JPM,JPMorgan Chase & Co.,123,1,4,3,2,15,19,6,18,13,18,1,3,7,2,11,412778.61,10.11,1.57,5.22,-21.3,-2.58,2.85,0.9,1.07,70.8,0.56,10.5,4.04,13915.67,1.08,Financial,Banks - Diversified,USA,10.37,140.54,-0.19%,11842537,,3.61,0.29,12.10%,-4.33%,7.70%,13.70%,6.50%,,,1.07,,50.10%,30.80%,4/14/2023 8:30:00 AM,2962.8,2915.29,0.10%,-3.01%,0.11%,1.18,1.30%,20.62%,6.81%,4.80%,1.46%,1.75%,2.1,0.85,0.02091931122812011,7.00%,4.03%,10.99%,-2.63%,38.76%,65.88,0.57%,-0.76%,14,96,75,27,375,477,148,434,309,435,9,67,161,33,258,2918
26,META,"Meta Platforms, Inc.",123,1,11,12,8,17,3,17,4,3,16,7,9,1,1,13,546601.46,17.13,4.47,28.7,-33.6,24.67,0.0,13.3,0.08,75.2,1.33,6.55,52.75,30426.1,1.19,Communication Services,Internet Content & Information,USA,24.04,212.89,-0.08%,17717166,5.63,4.69,13.42,8.20%,4.27%,23.50%,18.60%,18.20%,2.2,2.2,0.08,78.30%,24.80%,19.90%,4/26/2023 4:30:00 PM,2639.0,2176.23,0.23%,-3.52%,-1.61%,0.95,-3.88%,59.79%,6.22%,76.91%,1.90%,2.19%,2.1,0.58,0.024989431161632773,0.32%,9.59%,38.21%,-5.09%,141.67%,57.9,1.27%,-1.34%,8,260,281,190,413,67,411,99,52,402,156,210,1,15,320,2885
27,TRV,"The Travelers Companies, Inc.",124,8,5,5,2,15,6,9,16,4,12,7,7,12,13,3,41403.47,10.63,1.8,7.76,-18.8,16.43,2.23,2.4,0.32,85.1,1.4,7.72,-3.15,1563.33,0.61,Financial,Insurance - Property & Casualty,USA,15.29,179.5,0.13%,1771213,1.57,1.09,53.98,8.60%,9.72%,5.00%,12.70%,11.10%,,,0.31,,9.20%,7.30%,4/19/2023 8:30:00 AM,231.7,230.2,0.20%,-42.85%,-0.71%,2.06,6.61%,3.06%,1.01%,-4.26%,2.40%,1.95%,2.7,1.14,0.024011142061281333,4.90%,1.79%,2.80%,-7.72%,19.95%,58.51,0.66%,-0.52%,190,108,107,46,369,133,214,380,96,280,169,160,281,324,72,2929
28,FISV,"Fiserv, Inc.",124,5,8,7,7,2,8,20,14,10,7,8,11,3,7,7,72790.06,14.02,2.4,23.19,96.6,13.68,0.0,3.2,0.69,92.5,1.44,5.04,12.41,3556.36,0.85,Technology,Information Technology Services,USA,29.94,116.96,0.13%,2081277,2.14,4.1,80.7,12.00%,14.00%,25.50%,8.20%,6.10%,1.0,1.0,0.68,54.90%,21.10%,14.30%,4/25/2023 8:30:00 AM,633.6,621.76,0.50%,-49.70%,-0.52%,2.52,1.19%,21.54%,15.24%,15.72%,1.08%,1.50%,2.1,0.58,0.0161593707250342,2.74%,2.57%,11.80%,-2.11%,34.39%,62.33,0.39%,-0.27%,108,186,174,157,49,191,501,339,228,161,182,271,53,164,157,2921
29,UNH,UnitedHealth Group Incorporated,124,1,11,14,5,7,9,12,8,10,9,1,16,10,7,4,454723.07,17.21,5.81,17.82,17.1,12.46,1.36,8.3,0.74,89.7,0.54,1.75,-0.6,3501.79,0.68,Healthcare,Healthcare Plans,USA,22.13,483.82,-0.75%,3165280,1.7,1.35,19.46,17.40%,13.04%,10.00%,26.10%,16.80%,,,0.7,,8.10%,5.80%,4/14/2023 8:30:00 AM,934.0,929.88,0.10%,-0.11%,-0.68%,1.44,-5.47%,-7.01%,-11.39%,-8.74%,2.01%,2.04%,1.8,0.9,0.021722954817907487,-2.24%,-0.42%,-5.61%,-13.31%,7.59%,43.86,-1.27%,0.53%,12,264,334,121,171,221,295,179,244,208,6,388,246,167,97,2953
30,V,Visa Inc.,124,1,16,17,9,6,7,15,3,8,2,11,9,7,4,9,482463.65,24.14,13.8,33.5,24.5,14.59,0.77,17.6,0.59,98.9,1.89,6.37,4.34,6195.83,0.97,Financial,Credit Services,USA,32.71,234.05,-0.23%,6771589,2.31,15.98,29.93,20.10%,14.14%,9.80%,44.40%,28.10%,1.4,1.4,0.59,80.40%,63.40%,49.20%,4/25/2023 4:30:00 PM,2060.78,1611.89,0.12%,-9.38%,0.70%,4.92,0.01%,25.56%,7.47%,12.65%,1.15%,1.38%,1.8,1.09,0.014612262337107454,2.85%,4.39%,11.13%,-0.40%,34.05%,64.9,-0.40%,0.17%,10,395,422,209,137,170,356,55,192,41,260,216,154,90,210,2917
31,CB,Chubb Limited,125,4,4,4,3,17,11,11,15,4,9,1,10,16,12,4,84469.62,10.01,1.65,8.56,-34.9,10.55,1.65,2.7,0.3,90.5,0.46,5.87,-8.73,1880.94,0.65,Financial,Insurance - Property & Casualty,Switzerland,16.08,201.19,-1.36%,1812870,1.13,1.96,41.98,11.60%,14.19%,6.00%,10.30%,9.00%,,,0.29,,16.70%,12.30%,4/25/2023 4:30:00 PM,415.25,413.2,0.30%,-8.34%,-0.55%,1.01,2.76%,2.66%,-5.36%,-8.80%,1.63%,1.75%,2.1,0.96,0.019782295342710872,2.79%,0.12%,-0.60%,-13.04%,15.77%,54.47,-0.72%,-0.64%,95,92,83,54,419,274,263,364,91,202,1,235,388,281,89,2931
32,ACGL,Arch Capital Group Ltd.,125,11,5,6,2,16,8,20,14,3,8,10,5,2,10,5,26892.19,10.8,2.17,7.15,-27.3,14.29,0.0,3.1,0.23,90.7,1.66,8.82,14.76,2148.73,0.72,Financial,Insurance - Diversified,Bermuda,18.82,71.68,-0.71%,1729885,1.09,2.83,31.45,22.00%,17.20%,11.60%,12.30%,8.90%,,,0.23,,14.80%,15.10%,4/26/2023 4:30:00 PM,365.87,358.48,0.90%,-3.45%,-0.11%,2.77,2.04%,47.13%,43.47%,14.18%,1.57%,1.89%,1.8,0.8,0.020089285714285712,3.99%,5.35%,26.84%,-1.38%,74.62%,63.35,-0.31%,-0.40%,277,110,149,41,392,177,498,345,75,198,229,117,39,244,110,3001
