Date,Action,Symbol,Company,Reason,,,,,,,,,,
16-Dec-11,Removed,WFR,MEMC Electronic Materials,Market capitalization changes,,,,,,,,,,
12-Dec-11,Added,GAS,AGL Resources.,"Nicor acquired by AGL, which retained the GAS ticker.[207]",,,,,,,,,,
12-Dec-11,Removed,GAS,Nicor Gas,"Nicor acquired by AGL, which retained the GAS ticker.[207]",,,,,,,,,,
18-Nov-11,Added,CBE,Cooper Industries,Janus Capital Group's market capitalization is less than $1.2 billion,,,,,,,,,,
18-Nov-11,Removed,JNS,Janus Capital Group,Janus Capital Group's market capitalization is less than $1.2 billion,,,,,,,,,,
31-Oct-11,Added,XYL,Xylem,Spun off from ITT Corp.[209],,,,,,,,,,
31-Oct-11,Removed,ITT,ITT,Spun off from ITT Corp.[209],,,,,,,,,,
14-Oct-11,Added,TEL,TE Connectivity,Acquired by Teva Pharmaceutical Industries (TEVA).[210],,,,,,,,,,
14-Oct-11,Removed,CEPH,Cephalon,Acquired by Teva Pharmaceutical Industries (TEVA).[210],,,,,,,,,,
23-Sep-11,Added,MOS,The Mosaic Company,Acquired by Texas Instruments (TXN).[211],,,,,,,,,,
23-Sep-11,Removed,NSM,National Semiconductor,Acquired by Texas Instruments (TXN).[211],,,,,,,,,,
5-Jul-11,Added,ACN,Accenture,Marshall & Iisley is being bought by Bank of Montreal[212],,,,,,,,,,
5-Jul-11,Removed,MI,Marshall & Ilsley,Marshall & Iisley is being bought by Bank of Montreal[212],,,,,,,,,,
30-Jun-11,Added,MPC,Marathon Oil,Market capitalization adjustments.[213],,,,,,,,,,
30-Jun-11,Removed,RSH,RadioShack,Market capitalization adjustments.[213],,,,,,,,,,
1-Jun-11,Added,ANR,Alpha Natural Resources,Alpha Natural Resources acquired Massey Energy.[214],,,,,,,,,,
1-Jun-11,Removed,MEE,Massey Energy,Alpha Natural Resources acquired Massey Energy.[214],,,,,,,,,,
27-Apr-11,Added,CMG,Chipotle Mexican Grill,Acquired by private equity firms.[215],,,,,,,,,,
27-Apr-11,Removed,NOVL,Novell,Acquired by private equity firms.[215],,,,,,,,,,
1-Apr-11,Added,BLK,BlackRock,Acquired by Sanofi Aventis (SNY)[216],,,,,,,,,,
1-Apr-11,Removed,GENZ,Genzyme,Acquired by Sanofi Aventis (SNY)[216],,,,,,,,,,
31-Mar-11,Added,EW,Edwards Lifesciences,Acquired by CenturyLink[217],,,,,,,,,,
31-Mar-11,Removed,Q,Qwest Communications,Acquired by CenturyLink[217],,,,,,,,,,
28-Feb-11,Added,COV,Covidien,Acquired by Intel[218],,,,,,,,,,
28-Feb-11,Removed,MFE,McAfee,Acquired by Intel[218],,,,,,,,,,
25-Feb-11,Added,JOYG,Joy Global,Acquired by First Energy (FE).[219],,,,,,,,,,
25-Feb-11,Removed,AYE,Allegheny Energy,Acquired by First Energy (FE).[219],,,,,,,,,,
17-Dec-10,Added,CVC,Cablevision,Acquired by Pfizer.[220],,,,,,,,,,
17-Dec-10,Added,FFIV,F5 Networks,Market Cap changes.[220],,,,,,,,,,
17-Dec-10,Added,NFLX,Netflix,Market Cap changes.,,,,,,,,,,
17-Dec-10,Added,NFX,Newfield Exploration,Market Cap changes.,,,,,,,,,,
17-Dec-10,Removed,KG,King Pharmaceuticals,Acquired by Pfizer.[220],,,,,,,,,,
17-Dec-10,Removed,EK,Eastman Kodak,Market Cap changes.[220],,,,,,,,,,
17-Dec-10,Removed,ODP,Office Depot,Market Cap changes.,,,,,,,,,,
17-Dec-10,Removed,NYT,The New York Times Company,Market Cap changes.,,,,,,,,,,
17-Nov-10,Added,IR,Ingersoll-Rand,Reynolds Group Holdings acquired Pactiv.[221],,,,,,,,,,
17-Nov-10,Removed,PTV,Pactiv,Reynolds Group Holdings acquired Pactiv.[221],,,,,,,,,,
26-Aug-10,Added,TYC,Tyco International,Acquired by Schlumberger (SLB)[222],,,,,,,,,,
26-Aug-10,Removed,SII,Smith International,Acquired by Schlumberger (SLB)[222],,,,,,,,,,
14-Jul-10,Added,CB,Chubb,Acquired by Merck KGaA (MKGAY)[223],,,,,,,,,,
14-Jul-10,Removed,MIL,Millipore,Acquired by Merck KGaA (MKGAY)[223],,,,,,,,,,
30-Jun-10,Added,QEP,QEP Resources,"Company split. QEP retained, but ticker changed.[224]",,,,,,,,,,
30-Jun-10,Removed,STR,Questar,"Company split. QEP retained, but ticker changed.[224]",,,,,,,,,,
28-Jun-10,Added,KMX,CarMax,Acquired by ExxonMobil[225],,,,,,,,,,
28-Jun-10,Removed,XTO,XTO Energy,Acquired by ExxonMobil[225],,,,,,,,,,
29-Apr-10,Added,CERN,Cerner,Acquired by Baker Hughes[226],,,,,,,,,,
29-Apr-10,Removed,BJS,BJ Services,Acquired by Baker Hughes[226],,,,,,,,,,
26-Feb-10,Added,HP,Helmerich & Payne,Taken private[227],,,,,,,,,,
26-Feb-10,Removed,RX,IMS Health,Taken private[227],,,,,,,,,,
18-Dec-09,Added,V,Visa,Market capitalization change.[228],,,,,,,,,,
18-Dec-09,Added,MJN,Mead Johnson Nutrition,Market capitalization change.[228],,,,,,,,,,
18-Dec-09,Added,CLF,Cliffs Natural Resources,Market capitalization change.[228],,,,,,,,,,
18-Dec-09,Added,SAI,SAIC,Market capitalization change.[228],,,,,,,,,,
18-Dec-09,Added,ROST,Ross Stores,Market capitalization change.[228],,,,,,,,,,
18-Dec-09,Removed,CIEN,Ciena,Market capitalization change.[228],,,,,,,,,,
18-Dec-09,Removed,DYN,Dynegy,Market capitalization change.[228],,,,,,,,,,
18-Dec-09,Removed,KBH,KB Home,Market capitalization change.[228],,,,,,,,,,
18-Dec-09,Removed,CVG,Convergys,Market capitalization change.[228],,,,,,,,,,
18-Dec-09,Removed,MBI,MBIA,Market capitalization change.[228],,,,,,,,,,
3-Nov-09,Added,PCLN,Priceline.com,Acquired by Merck & Co. (MRK)[229],,,,,,,,,,
3-Nov-09,Removed,SGP,Schering-Plough,Acquired by Merck & Co. (MRK)[229],,,,,,,,,,
28-Sep-09,Added,ARG,Airgas,Redomesticated to Ireland[230],,,,,,,,,,
28-Sep-09,Removed,CBE,Cooper Industries,Redomesticated to Ireland[230],,,,,,,,,,
19-Aug-09,Added,FMC,FMC Corporation,Centex acquired by Pulte Homes.[231],,,,,,,,,,
19-Aug-09,Removed,CTX,Centex Corp.,Centex acquired by Pulte Homes.[231],,,,,,,,,,
29-Jun-09,Added,PCS,MetroPCS,PCS replaced TEL.[232],,,,,,,,,,
25-Jun-09,Removed,TEL,TE Connectivity,"Tyco Electronics left the index because it was reincorporating in Switzerland, making it ineligible for inclusion.[232]",,,,,,,,,,
5-Jun-09,Added,FTI,FMC Technologies,"Covidien moved its place of incorporation to Ireland, making it ineligible for inclusion in the index.[233]",,,,,,,,,,
5-Jun-09,Removed,COV,Covidien,"Covidien moved its place of incorporation to Ireland, making it ineligible for inclusion in the index.[233]",,,,,,,,,,
3-Mar-09,Added,HRL,Hormel Foods,Capitalization rebalance.[234],,,,,,,,,,
3-Mar-09,Added,VTR,Ventas,Capitalization rebalance.,,,,,,,,,,
3-Mar-09,Removed,ACAS,American Capital,Capitalization rebalance.[234],,,,,,,,,,
3-Mar-09,Removed,JNY,Jones Apparel Group,Capitalization rebalance.,,,,,,,,,,
31-Dec-08,Added,OI,Owens-Illinois,Wachovia Bank acquired by Wells Fargo.[235],,,,,,,,,,
31-Dec-08,Removed,WB,Wachovia Bank,Wachovia Bank acquired by Wells Fargo.[235],,,,,,,,,,
16-Sep-08,Added,HRS,Harris Corporation,Lehman Brothers filed for bankruptcy.[236],,,,,,,,,,
16-Sep-08,Removed,LEH,Lehman Brothers,Lehman Brothers filed for bankruptcy.[236],,,,,,,,,,
12-Sep-08,Added,CRM,Salesforce,Capitalization rebalance.[237],,,,,,,,,,
12-Sep-08,Added,FAST,Fastenal,Capitalization rebalance.[237],,,,,,,,,,
12-Sep-08,Removed,FRE,Freddie Mac,Capitalization rebalance.[237],,,,,,,,,,
12-Sep-08,Removed,FNM,Fannie Mae,Capitalization rebalance.[237],,,,,,,,,,
1-Jul-08,Added,AKS,AK Steel,Ak Steel replaced Countrywide Financial.[238],,,,,,,,,,
1-Jul-08,Removed,CFC,Countrywide Financial Corp,Ak Steel replaced Countrywide Financial.[238],,,,,,,,,,
23-Jun-08,Added,COG,Cabot Oil & Gas,Market capitalization change.[239],,,,,,,,,,
23-Jun-08,Added,MEE,Massey Energy,Market capitalization change.[239],,,,,,,,,,
23-Jun-08,Removed,BC,Brunswick,Market capitalization change.[239],,,,,,,,,,
23-Jun-08,Removed,OMX,OfficeMax,Market capitalization change.[239],,,,,,,,,,
10-Jun-08,Added,LO,Lorillard Tobacco Company,Market Value Decline[240],,,,,,,,,,
10-Jun-08,Removed,ABK,Ambac Financial,Market Value Decline[240],,,,,,,,,,
20-Dec-07,Added,RRC,Range Resources,Taken private[241],,,,,,,,,,
20-Dec-07,Removed,TRB,Tribune Media,Taken private[241],,,,,,,,,,
13-Dec-07,Added,GME,GameStop,Acquired by News Corporation[242],,,,,,,,,,
13-Dec-07,Removed,DJ,Dow Jones,Acquired by News Corporation[242],,,,,,,,,,
26-Oct-07,Added,JEC,Jacobs Engineering Group,Taken private[243],,,,,,,,,,
26-Oct-07,Removed,AV,Avaya,Taken private[243],,,,,,,,,,
2-Oct-07,Added,EXPE,Expedia,Solectron acquired by Flextronics.[244],,,,,,,,,,
2-Oct-07,Removed,SLR,Solectron,Solectron acquired by Flextronics.[244],,,,,,,,,,
1-Oct-07,Added,TDC,Teradata,Teradata spun off by NCR Corporation.[244],,,,,,,,,,
1-Oct-07,Removed,NCR,NCR Corporation,Teradata spun off by NCR Corporation.[244],,,,,,,,,,
27-Sep-07,Added,TSO,Tesoro Corporation,MXIM delisted from NASDAQ exchange.[244],,,,,,,,,,
27-Sep-07,Removed,MXIM,Maxim Integrated Products,MXIM delisted from NASDAQ exchange.[244],,,,,,,,,,
26-Sep-07,Added,ICE,Intercontinental Exchange,FDC acquired by KKR.[244],,,,,,,,,,
26-Sep-07,Removed,FDC,First Data,FDC acquired by KKR.[244],,,,,,,,,,
24-Aug-07,Added,LUK,Leucadia National,Acquired by National Grid plc[245],,,,,,,,,,
24-Aug-07,Removed,KSE,KeySpan,Acquired by National Grid plc[245],,,,,,,,,,
2-Jul-07,Added,DFS,Discover Financial Services,Discover Financial Services Debuts On New York Stock Exchange Under Ticker Symbol DFS,,,,,,,,,,
30-Mar-07,Added,KFT,Kraft Foods,Taken Private[246],,,,,,,,,,
30-Mar-07,Removed,TSG,Sabre Corporation,Taken Private[246],,,,,,,,,,
10-Jan-07,Added,AVB,AvalonBay Communities,Acquired by Motorola[247],,,,,,,,,,
10-Jan-07,Removed,SBL,Symbol Technologies,Acquired by Motorola[247],,,,,,,,,,
2-Jun-06,Added,JNPR,Juniper Networks,Albertsons acquired by SuperValu and CVS Corp.[248],,,,,,,,,,
2-Jun-06,Removed,ABS,Albertsons,Albertsons acquired by SuperValu and CVS Corp.[248],,,,,,,,,,
18-Nov-05,Added,AMZN,Amazon,AT&T Corp. acquired by SBC Communications[249],,,,,,,,,,
18-Nov-05,Removed,T,AT&T Corporation,AT&T Corp. acquired by SBC Communications[249],,,,,,,,,,
1-Jul-05,Added,STZ,Constellation Brands,Acquired by Crompton Corp.[250],,,,,,,,,,
1-Jul-05,Removed,GLK,Great Lakes Chemical,Acquired by Crompton Corp.[250],,,,,,,,,,
25-Sep-03,Added,ESRX,Express Scripts,Taken private[251],,,,,,,,,,
25-Sep-03,Removed,QTRN,Quintiles Transnational,Taken private[251],,,,,,,,,,
5-Dec-00,Added,INTU,Intuit,Market Cap changes.[252],,,,,,,,,,
5-Dec-00,Added,SBL,Symbol Technologies,Market Cap changes.,,,,,,,,,,
5-Dec-00,Added,AYE,Allegheny Energy,Market Cap changes.,,,,,,,,,,
5-Dec-00,Added,ABK,Ambac Financial,Market Cap changes.,,,,,,,,,,
5-Dec-00,Removed,BS,Bethlehem Steel,Market Cap changes.[252],,,,,,,,,,
5-Dec-00,Removed,OI,Owens-Illinois,Market Cap changes.,,,,,,,,,,
5-Dec-00,Removed,GRA,WR Grace,Market Cap changes.,,,,,,,,,,
5-Dec-00,Removed,CCK,Crown Holdings,Market Cap changes.,,,,,,,,,,
27-Jul-00,Added,JDSU,JDS Uniphase,Market Cap change.[253],,,,,,,,,,
27-Jul-00,Removed,RAD,RiteAid,Market Cap change.[253],,,,,,,,,,
12-Jun-00,Added,CVG,Convergys,Tribune Co. acquired Times Mirror.[254],,,,,,,,,,
12-Jun-00,Removed,TMC,Times Mirror,Tribune Co. acquired Times Mirror.[254],,,,,,,,,,
7-Jun-00,Added,SBUX,Starbucks,Siemens AG acquired Shared Medical Systems.[254],,,,,,,,,,
7-Jun-00,Removed,SMS,Shared Medical Systems,Siemens AG acquired Shared Medical Systems.[254],,,,,,,,,,
7-Dec-99,Added,YHOO,Yahoo!,Market capitalization change.[255],,,,,,,,,,
7-Dec-99,Removed,LDW,Laidlaw,Market capitalization change.[255],,,,,,,,,,
9-Jun-99,Added,WLP,Wellpoint,Harnischfeger filed for bankruptcy.[256],,,,,,,,,,
9-Jun-99,Removed,HPH,Harnischfeger Industries,Harnischfeger filed for bankruptcy.[256],,,,,,,,,,
11-Dec-98,Added,FSR,Firstar,BP purchased Amoco.[257],,,,,,,,,,
11-Dec-98,Added,CCL,Carnival Corp.,Berkshire Hathaway purchased General Re.[257],,,,,,,,,,
11-Dec-98,Added,CPWR,Compuware,AIG purchased SunAmerica.[257],,,,,,,,,,
11-Dec-98,Removed,LDW,Amoco,BP purchased Amoco.[257],,,,,,,,,,
11-Dec-98,Removed,GRN,General Re,Berkshire Hathaway purchased General Re.[257],,,,,,,,,,
11-Dec-98,Removed,SUN,SunAmerica,AIG purchased SunAmerica.[257],,,,,,,,,,
17-Jun-97,Added,CCI,Countrywide Credit Industries,AIG acquired USLife.[258],,,,,,,,,,
17-Jun-97,Removed,USL,USLife,AIG acquired USLife.[258],,,,,,,,,,
