No.,company_name,EADate,date_status,estimated_eps,previous_eps,Ticker,EATime,EATimeFlag,Ticker.1,Prior Date,Market Cap,Employees,IPO Date,Shares_Outstanding,Price,Price_3M_Ago,Performance (Quarter),Sector,Industry,Country,Purchase date,Sell Date,Sales Growth Past 5 Years,Short Ratio,Total Debt/Equity,Average Volume,QuarterlyPerf
713,Ondas Holdings,11/13/2025,confirmed,-0.04,-0.15,ONDS,7:30:00,BMO,ONDS,11/13/2025,2417,108,2/1/2018,368449835,6.56,3.93,66.90%,Technology,Communication Equipment,USA,11/12/2025,,11.98%,2,0.5,1000000,66.92
838,Korro Bio,11/12/2025,confirmed,-2.65,-2.26,KRRO,16:05:00,AMC,KRRO,11/12/2025,295.1,92,11/6/2023,9390903,31.42,18.93,66.00%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,65.98
309,Apimeds Pharmaceuticals,11/12/2025,confirmed,,-0.04,APUS,16:47:29,AMC,APUS,11/12/2025,33.7,2,5/9/2025,12575983,2.68,1.62,65.40%,Healthcare,Drug Manufacturers - Specialty & Generic,USA,11/12/2025,,11.98%,2,0.5,1000000,65.43
940,Erasca,11/12/2025,confirmed,-0.11,-0.11,ERAS,16:00:00,AMC,ERAS,11/12/2025,751.7,129,7/16/2021,283670139,2.65,1.62,63.60%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,63.58
787,Lyell Immunopharma,11/12/2025,confirmed,-2.71,-3.48,LYEL,16:00:00,AMC,LYEL,11/12/2025,338.7,300,6/17/2021,19211202,17.63,10.83,62.80%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,62.79
944,Celcuity,11/12/2025,confirmed,-0.99,-0.65,CELC,16:01:00,AMC,CELC,11/12/2025,3612.6,87,9/20/2017,42426711,85.15,52.37,62.60%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,62.59
313,Adverum Biotechnologies,11/12/2025,confirmed,-0.55,-1.3,ADVM,16:10:23,AMC,ADVM,11/12/2025,94.6,155,7/31/2014,21998132,4.3,2.66,61.60%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,61.65
748,Lithium Americas,11/13/2025,confirmed,-0.05,-0.04,LAC,7:00:00,BMO,LAC,11/13/2025,1137,79,10/2/2023,247169554,4.6,2.86,60.80%,Basic Materials,Other Industrial Metals & Mining,Canada,11/12/2025,,11.98%,2,0.5,1000000,60.84
862,Kezar Life Sciences,11/12/2025,confirmed,-1.9,-2.78,KZR,16:01:00,AMC,KZR,11/12/2025,45.1,55,6/21/2018,7323106,6.16,3.92,57.10%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,57.14
710,LandBridge,11/12/2025,confirmed,0.45,-0.04,LB,16:51:00,AMC,LB,11/12/2025,2065.2,,6/28/2024,25337028,81.51,52.13,56.40%,Energy,Oil & Gas Equipment & Services,USA,11/12/2025,,11.98%,2,0.5,1000000,56.36
793,Vista Gold,11/12/2025,confirmed,,-0.01,VGZ,17:07:00,AMC,VGZ,11/12/2025,212.8,13,6/18/1986,125181090,1.7,1.1,54.50%,Basic Materials,Gold,USA,11/12/2025,,11.98%,2,0.5,1000000,54.55
772,Xunlei,11/13/2025,confirmed,,0.081,XNET,5:00:00,BMO,XNET,11/13/2025,488,1216,6/24/2014,62558733,7.8,5.05,54.50%,Technology,Software - Infrastructure,China,11/12/2025,,11.98%,2,0.5,1000000,54.46
839,Dawson Geophysical,11/12/2025,confirmed,,-0.18,DWSN,16:05:00,AMC,DWSN,11/12/2025,64,233,9/22/1994,31047801,2.06,1.36,51.50%,Energy,Oil & Gas Equipment & Services,USA,11/12/2025,,11.98%,2,0.5,1000000,51.47
133,Seabridge Gold,11/12/2025,confirmed,-0.03,-0.23,SA,17:09:53,AMC,SA,11/12/2025,2550.2,12,10/8/1987,102129064,24.97,16.66,49.90%,Basic Materials,Gold,Canada,11/12/2025,,11.98%,2,0.5,1000000,49.88
947,MDxHealth,11/12/2025,confirmed,-0.12,-0.4,MDXH,16:01:00,AMC,MDXH,11/12/2025,203.9,312,2/14/2008,49497334,4.12,2.75,49.80%,Healthcare,Diagnostics & Research,Belgium,11/12/2025,,11.98%,2,0.5,1000000,49.82
320,Westwater Resources,11/12/2025,confirmed,,-0.05,WWR,16:19:10,AMC,WWR,11/12/2025,93.1,21,1/10/1989,86226083,1.08,0.73,48.00%,Basic Materials,Other Industrial Metals & Mining,USA,11/12/2025,,11.98%,2,0.5,1000000,47.95
925,Wrap Technologies,11/12/2025,confirmed,,0.04,WRAP,16:05:00,AMC,WRAP,11/12/2025,108.2,19,5/18/2018,51507022,2.1,1.42,47.90%,Technology,Scientific & Technical Instruments,USA,11/12/2025,,11.98%,2,0.5,1000000,47.89
865,TherapeuticsMD,11/12/2025,confirmed,,-0.05,TXMD,16:00:00,AMC,TXMD,11/12/2025,19.4,1,1/28/2002,11574362,1.68,1.16,44.80%,Healthcare,Drug Manufacturers - Specialty & Generic,USA,11/12/2025,,11.98%,2,0.5,1000000,44.83
873,Duos Technologies Group,11/12/2025,confirmed,-0.12,-0.18,DUOT,16:15:00,AMC,DUOT,11/12/2025,180.1,86,6/30/2008,20253151,8.89,6.14,44.80%,Technology,Software - Application,USA,11/12/2025,,11.98%,2,0.5,1000000,44.79
939,374Water,11/12/2025,confirmed,,-0.02,SCWO,16:01:00,AMC,SCWO,11/12/2025,60.9,27,3/22/1996,169248799,0.36,0.2501,43.90%,Industrials,Pollution & Treatment Controls,USA,11/12/2025,,11.98%,2,0.5,1000000,43.94
566,Jade Biosciences,11/13/2025,confirmed,-0.63,,JBIO,4:04:34,BMO,JBIO,11/13/2025,445.2,,4/29/2025,45994894,9.68,6.77,43.00%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,42.98
902,Dolphin Entertainment,11/12/2025,confirmed,-0.06,-0.09,DLPN,16:00:00,AMC,DLPN,11/12/2025,20,269,10/12/2006,11982422,1.67,1.17,42.70%,Communication Services,Advertising Agencies,USA,11/12/2025,,11.98%,2,0.5,1000000,42.74
820,Taseko Mines,11/12/2025,confirmed,0.03,0.02,TGB,17:14:53,AMC,TGB,11/12/2025,1723.1,836,3/25/1992,359726610,4.79,3.39,41.30%,Basic Materials,Copper,Canada,11/12/2025,,11.98%,2,0.5,1000000,41.3
948,Alliance Entertainment,11/12/2025,confirmed,0.08,0.01,AENT,16:01:00,AMC,AENT,11/12/2025,338.4,697,2/13/2023,50957370,6.64,4.75,39.80%,Communication Services,Entertainment,USA,11/12/2025,,11.98%,2,0.5,1000000,39.79
790,Okeanis Eco Tankers,11/12/2025,confirmed,0.33,0.45,ECO,16:15:00,AMC,ECO,11/12/2025,1154.5,13,3/26/2020,32194108,35.86,25.88,38.60%,Industrials,Marine Shipping,Greece,11/12/2025,,11.98%,2,0.5,1000000,38.56
113,Grupo Aval Acciones,11/12/2025,confirmed,0.1,0.04,AVAL,16:00:00,AMC,AVAL,11/12/2025,5168.6,51389,9/23/2014,1188172555,4.35,3.15,38.10%,Financial,Banks - Regional,Colombia,11/12/2025,,11.98%,2,0.5,1000000,38.1
946,IZEA Worldwide,11/12/2025,confirmed,0.1,-0.52,IZEA,16:01:00,AMC,IZEA,11/12/2025,84.7,111,11/12/2010,17050205,4.97,3.62,37.30%,Communication Services,Internet Content & Information,USA,11/12/2025,,11.98%,2,0.5,1000000,37.29
726,Arbutus Biopharma,11/13/2025,confirmed,-0.04,-0.1,ABUS,7:30:00,BMO,ABUS,11/13/2025,874.1,44,7/26/2007,191698695,4.56,3.37,35.30%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,35.31
668,Cadiz,11/13/2025,confirmed,-0.09,-0.12,CDZI,9:06:32,BMO,CDZI,11/13/2025,403.8,25,3/26/1990,83960079,4.81,3.61,33.20%,Utilities,Utilities - Regulated Water,USA,11/12/2025,,11.98%,2,0.5,1000000,33.24
751,Dillard's,11/13/2025,confirmed,6.29,7.73,DDS,6:50:00,BMO,DDS,11/13/2025,10367.9,28800,6/1/1972,15612966,664.06,498.73,33.10%,Consumer Cyclical,Department Stores,USA,11/12/2025,,11.98%,2,0.5,1000000,33.15
901,Lulus Fashion Lounge,11/12/2025,confirmed,-0.9,-2.4,LVLU,16:03:07,AMC,LVLU,11/12/2025,13.4,580,11/11/2021,2748930,4.89,3.72,31.40%,Consumer Cyclical,Apparel Retail,USA,11/12/2025,,11.98%,2,0.5,1000000,31.45
841,BridgeBio Oncology,11/12/2025,confirmed,-0.37,,BBOT,16:05:00,AMC,BBOT,11/12/2025,1000.3,,8/12/2025,79196710,12.63,9.79,29.00%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,29.01
850,Idaho Strategic Resources,11/12/2025,confirmed,0.19,0.15,IDR,16:30:00,AMC,IDR,11/12/2025,506.4,51,3/11/2022,15089600,33.56,26.06,28.80%,Basic Materials,Gold,USA,11/12/2025,,11.98%,2,0.5,1000000,28.78
927,Electromed,11/12/2025,confirmed,0.21,0.16,ELMD,16:05:00,AMC,ELMD,11/12/2025,212.6,180,8/13/2010,8376147,25.38,19.73,28.60%,Healthcare,Medical Devices,USA,11/12/2025,,11.98%,2,0.5,1000000,28.64
832,M-Tron Industries,11/12/2025,confirmed,0.69,0.81,MPTI,16:00:00,AMC,MPTI,11/12/2025,156.3,396,8/11/2022,2923905,53.45,41.96,27.40%,Technology,Electronic Components,USA,11/12/2025,,11.98%,2,0.5,1000000,27.38
931,Pulmonx,11/12/2025,confirmed,-0.41,-0.36,LUNG,16:05:00,AMC,LUNG,11/12/2025,79.9,291,10/1/2020,40746556,1.96,1.54,27.30%,Healthcare,Medical Devices,USA,11/12/2025,,11.98%,2,0.5,1000000,27.27
916,DLocal,11/12/2025,confirmed,0.17,0.09,DLO,16:00:00,AMC,DLO,11/12/2025,4379.7,1095,6/3/2021,294727558,14.86,11.69,27.10%,Technology,Software - Infrastructure,USA,11/12/2025,,11.98%,2,0.5,1000000,27.12
675,Protalix BioTherapeutics,11/13/2025,confirmed,0.05,0.03,PLX,6:50:00,BMO,PLX,11/13/2025,153.9,213,1/2/1996,79732115,1.93,1.52,27.00%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,26.97
876,SKYX Platforms,11/12/2025,confirmed,-0.07,-0.08,SKYX,16:00:00,AMC,SKYX,11/12/2025,182.5,78,7/21/2015,112643967,1.62,1.28,26.60%,Industrials,Electrical Equipment & Parts,USA,11/12/2025,,11.98%,2,0.5,1000000,26.56
98,Solaris Resources,11/12/2025,confirmed,-0.09,-0.13,SLSR,16:53:14,AMC,SLSR,11/12/2025,1145.4,66,8/12/2020,165759638,6.91,5.47,26.30%,Basic Materials,Other Precious Metals & Mining,Canada,11/12/2025,,11.98%,2,0.5,1000000,26.33
942,Journey Medical,11/12/2025,confirmed,-0.05,-0.12,DERM,16:01:00,AMC,DERM,11/12/2025,238.9,41,11/12/2021,26309844,9.08,7.25,25.20%,Healthcare,Drug Manufacturers - Specialty & Generic,USA,11/12/2025,,11.98%,2,0.5,1000000,25.24
99,Ultrapar Participacoes,11/13/2025,confirmed,0.07,0.1,UGP,6:12:45,BMO,UGP,11/13/2025,4368.2,10957,10/7/1999,1068030496,4.09,3.27,25.10%,Energy,Oil & Gas Refining & Marketing,Brazil,11/12/2025,,11.98%,2,0.5,1000000,25.08
684,Seanergy Maritime Hldgs,11/13/2025,confirmed,0.44,0.69,SHIP,9:00:00,BMO,SHIP,11/13/2025,194.9,96,7/13/2001,21114098,9.23,7.38,25.10%,Industrials,Marine Shipping,Greece,11/12/2025,,11.98%,2,0.5,1000000,25.07
683,EuroDry,11/13/2025,confirmed,-0.26,-1.42,EDRY,9:00:00,BMO,EDRY,11/13/2025,37.4,298,5/24/2018,2826697,13.225,10.69,23.70%,Industrials,Marine Shipping,Greece,11/12/2025,,11.98%,2,0.5,1000000,23.71
307,MediciNova,11/12/2025,confirmed,-0.11,-0.06,MNOV,16:35:36,AMC,MNOV,11/12/2025,77,6,12/7/2006,49046246,1.57,1.27,23.60%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,23.62
826,Pan American Silver,11/12/2025,confirmed,0.5,0.32,PAAS,17:01:00,AMC,PAAS,11/12/2025,16192.1,9000,6/12/1995,421998000,38.37,31.66,21.20%,Basic Materials,Gold,Canada,11/12/2025,,11.98%,2,0.5,1000000,21.19
921,Vox Royalty,11/12/2025,confirmed,0.02,0,VOXR,16:05:00,AMC,VOXR,11/12/2025,288.9,6,7/28/2020,67986838,4.25,3.51,21.10%,Basic Materials,Other Precious Metals & Mining,Canada,11/12/2025,,11.98%,2,0.5,1000000,21.08
938,Innovate,11/12/2025,confirmed,,-1.18,VATE,16:05:00,AMC,VATE,11/12/2025,72.9,3161,7/13/2009,13336149,5.47,4.54,20.50%,Industrials,Engineering & Construction,USA,11/12/2025,,11.98%,2,0.5,1000000,20.48
681,Cia Paranaense De Energia,11/12/2025,confirmed,,0.07,ELP,16:00:00,AMC,ELP,11/12/2025,8033.9,3129,7/30/1997,743190113,10.81,9.01,20.00%,Utilities,Utilities - Regulated Electric,Brazil,11/12/2025,,11.98%,2,0.5,1000000,19.98
924,GCT Semiconductor Hldgs,11/12/2025,confirmed,-0.19,-0.16,GCTS,16:05:00,AMC,GCTS,11/12/2025,81,121,3/27/2024,55859904,1.45,1.22,18.90%,Technology,Semiconductors,USA,11/12/2025,,11.98%,2,0.5,1000000,18.85
846,Tenax Therapeutics,11/12/2025,confirmed,-1.21,-0.19,TENX,16:05:00,AMC,TENX,11/12/2025,31.9,6,2/1/1995,4562500,6.99,5.91,18.30%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,18.27
900,TAT Techs,11/12/2025,confirmed,0.39,0.26,TATT,16:00:00,AMC,TATT,11/12/2025,518.8,634,3/31/1987,12950637,40.06,33.91,18.10%,Industrials,Aerospace & Defense,Israel,11/12/2025,,11.98%,2,0.5,1000000,18.14
737,Q32 Bio,11/13/2025,confirmed,-1.27,-1.46,QTTB,6:59:00,BMO,QTTB,11/13/2025,27,27,3/26/2024,12197615,2.21,1.88,17.60%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,17.55
321,Lixte Biotech Hldgs,11/12/2025,confirmed,,-0.44,LIXT,16:27:10,AMC,LIXT,11/12/2025,27.1,4,9/5/2007,5704200,4.75,4.06,17.00%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,17
892,Great Elm Group,11/12/2025,confirmed,,0.08,GEG,16:10:00,AMC,GEG,11/12/2025,81.7,50,6/11/1999,33348987,2.45,2.1,16.70%,Financial,Asset Management,USA,11/12/2025,,11.98%,2,0.5,1000000,16.67
859,Interlink Electronics,11/12/2025,confirmed,-0.03,-0.06,LINK,16:01:00,AMC,LINK,11/12/2025,79,102,6/7/1993,14796321,5.34,4.6,16.10%,Technology,Electronic Components,USA,11/12/2025,,11.98%,2,0.5,1000000,16.09
881,flyExclusive,11/12/2025,confirmed,,-0.32,FLYX,16:13:00,AMC,FLYX,11/12/2025,67.1,,12/28/2023,20631685,3.25,2.8,16.10%,Industrials,Airlines,USA,11/12/2025,,11.98%,2,0.5,1000000,16.07
882,Caribou Biosciences,11/12/2025,confirmed,-0.36,-0.38,CRBU,16:00:00,AMC,CRBU,11/12/2025,210.5,147,7/23/2021,93123239,2.26,1.95,15.90%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,15.9
834,Mexco Energy,11/12/2025,confirmed,,0.15,MXC,17:00:00,AMC,MXC,11/12/2025,19.4,5,2/1/1995,2046000,9.463,8.2,15.40%,Energy,Oil & Gas E&P,USA,11/12/2025,,11.98%,2,0.5,1000000,15.4
929,Dyadic International,11/12/2025,confirmed,-0.04,-0.01,DYAI,16:05:00,AMC,DYAI,11/12/2025,34.1,6,11/5/2004,36187798,0.9414,0.82,14.80%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,14.8
908,MaxCyte,11/12/2025,confirmed,-0.1,-0.11,MXCT,16:05:00,AMC,MXCT,11/12/2025,168.4,114,12/5/2019,106606648,1.58,1.38,14.50%,Healthcare,Medical Devices,USA,11/12/2025,,11.98%,2,0.5,1000000,14.49
725,FitLife Brands,11/13/2025,confirmed,0.26,0.22,FTLF,7:30:00,BMO,FTLF,11/13/2025,173.3,39,9/25/2007,9391072,18.45,16.15,14.20%,Consumer Defensive,Packaged Foods,USA,11/12/2025,,11.98%,2,0.5,1000000,14.24
945,Cellebrite DI,11/12/2025,confirmed,0.12,0.14,CLBT,16:01:00,AMC,CLBT,11/12/2025,3904.2,1167,8/31/2021,244469106,15.97,13.99,14.20%,Technology,Software - Infrastructure,Israel,11/12/2025,,11.98%,2,0.5,1000000,14.15
689,Agape ATP,11/13/2025,confirmed,,-0.13,ATPC,6:22:00,BMO,ATPC,11/13/2025,69,16,9/17/2018,50005381,1.38,1.21,14.10%,Consumer Defensive,Packaged Foods,Malaysia,11/12/2025,,11.98%,2,0.5,1000000,14.05
761,DarioHealth,11/13/2025,confirmed,-3.03,-3.6,DRIO,6:07:21,BMO,DRIO,11/13/2025,67.1,202,3/8/2013,6768184,9.92,8.716,13.80%,Healthcare,Health Information Services,USA,11/12/2025,,11.98%,2,0.5,1000000,13.81
714,LiqTech Intl,11/13/2025,confirmed,-0.18,-0.49,LIQT,8:00:00,BMO,LIQT,11/13/2025,21.6,105,4/8/2010,9614043,2.25,1.99,13.10%,Industrials,Pollution & Treatment Controls,Denmark,11/12/2025,,11.98%,2,0.5,1000000,13.07
828,Manulife Financial,11/12/2025,confirmed,0.74,0.73,MFC,17:02:00,AMC,MFC,11/12/2025,58014.1,37000,9/24/1999,1684986760,34.43,30.48,13.00%,Financial,Insurance - Life,Canada,11/12/2025,,11.98%,2,0.5,1000000,12.96
518,San Juan Basin Royalty,11/13/2025,confirmed,,0,SJT,11:36:36,BMO,SJT,11/13/2025,297.4,495,10/24/1980,46608796,6.38,5.65,12.90%,Energy,Oil & Gas E&P,USA,11/12/2025,,11.98%,2,0.5,1000000,12.92
756,Inter & Co,11/13/2025,confirmed,0.14,0.1,INTR,6:38:02,BMO,INTR,11/13/2025,4057.2,4391,6/23/2022,440040918,9.22,8.17,12.80%,Financial,Banks - Regional,Brazil,11/12/2025,,11.98%,2,0.5,1000000,12.85
734,Broadwind,11/13/2025,confirmed,0.14,0,BWEN,7:00:00,BMO,BWEN,11/13/2025,59.9,411,9/9/2004,23041464,2.6,2.31,12.60%,Industrials,Specialty Industrial Machinery,USA,11/12/2025,,11.98%,2,0.5,1000000,12.55
869,AN2 Therapeutics,11/12/2025,confirmed,-0.22,-0.43,ANTX,16:00:00,AMC,ANTX,11/12/2025,32.2,36,3/25/2022,27326165,1.18,1.05,12.40%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,12.38
695,Greenpro Capital,11/13/2025,confirmed,,-0.04,GRNQ,6:17:00,BMO,GRNQ,11/13/2025,14.5,48,1/15/2015,8375813,1.73,1.54,12.30%,Industrials,Consulting Services,Malaysia,11/12/2025,,11.98%,2,0.5,1000000,12.34
877,Fractyl Health,11/12/2025,confirmed,-0.33,-0.48,GUTS,16:08:00,AMC,GUTS,11/12/2025,149.4,109,2/2/2024,132193775,1.13,1.01,11.90%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,11.88
676,Deswell Indus,11/13/2025,confirmed,,0.39,DSWL,9:10:00,BMO,DSWL,11/13/2025,55.9,794,7/19/1995,15935239,3.51,3.1463,11.60%,Technology,Electronic Components,China,11/12/2025,,11.98%,2,0.5,1000000,11.56
208,Oncolytics Biotech,11/12/2025,confirmed,-0.06,-0.09,ONCY,17:29:25,AMC,ONCY,11/12/2025,118.6,28,10/5/2001,104521702,1.135,1.02,11.30%,Healthcare,Biotechnology,Canada,11/12/2025,,11.98%,2,0.5,1000000,11.27
868,Ardent Health Partners,11/12/2025,confirmed,0.42,0.19,ARDT,16:30:00,AMC,ARDT,11/12/2025,2010.6,24900,7/18/2024,143106447,14.05,12.67,10.90%,Healthcare,Medical Care Facilities,USA,11/12/2025,,11.98%,2,0.5,1000000,10.89
886,FrontView REIT,11/12/2025,confirmed,0.06,0.22,FVR,16:13:00,AMC,FVR,11/12/2025,278.4,15,10/2/2024,20458985,13.61,12.31,10.60%,Real Estate,REIT - Diversified,USA,11/12/2025,,11.98%,2,0.5,1000000,10.56
887,Fidelis Insurance Hldgs,11/12/2025,confirmed,1.36,0.92,FIHL,16:15:00,AMC,FIHL,11/12/2025,2007.1,98,6/29/2023,104861827,19.14,17.44,9.80%,Financial,Insurance - Diversified,Bermuda,11/12/2025,,11.98%,2,0.5,1000000,9.75
730,Traws Pharma,11/13/2025,confirmed,,-8.81,TRAW,7:00:00,BMO,TRAW,11/13/2025,12.6,7,7/25/2013,7125832,1.77,1.62,9.30%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,9.26
905,Absci,11/12/2025,confirmed,-0.2,-0.24,ABSI,16:05:00,AMC,ABSI,11/12/2025,508.4,157,7/22/2021,149522647,3.4,3.12,9.00%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,8.97
754,Sally Beauty Holdings,11/13/2025,confirmed,0.48,0.5,SBH,6:45:00,BMO,SBH,11/13/2025,1429.8,27000,11/13/2006,98944792,14.45,13.29,8.70%,Consumer Cyclical,Specialty Retail,USA,11/12/2025,,11.98%,2,0.5,1000000,8.73
773,Bilibili,11/13/2025,confirmed,0.12,0.08,BILI,5:00:00,BMO,BILI,11/13/2025,10710,8088,3/28/2018,413673015,25.89,23.82,8.70%,Communication Services,Internet Content & Information,China,11/12/2025,,11.98%,2,0.5,1000000,8.69
935,HeartFlow,11/12/2025,confirmed,-0.25,,HTFL,16:01:00,AMC,HTFL,11/12/2025,2980.6,,8/8/2025,83396102,35.74,33.24,7.50%,Healthcare,Health Information Services,USA,11/12/2025,,11.98%,2,0.5,1000000,7.52
922,Pure Cycle,11/12/2025,confirmed,,0.27,PCYO,16:01:00,AMC,PCYO,11/12/2025,270.4,39,4/6/1994,24074305,11.23,10.45,7.50%,Utilities,Utilities - Regulated Water,USA,11/12/2025,,11.98%,2,0.5,1000000,7.46
715,Vivani Medical,11/13/2025,confirmed,-0.11,-0.11,VANI,7:45:00,BMO,VANI,11/13/2025,98.9,36,8/31/2022,72952235,1.355,1.27,6.70%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,6.69
685,Where Food Comes From,11/13/2025,confirmed,,0.09,WFCF,9:00:00,BMO,WFCF,11/13/2025,61.1,104,2/11/1999,5168176,11.82,11.15,6.00%,Industrials,Specialty Business Services,USA,11/12/2025,,11.98%,2,0.5,1000000,6.01
527,Dakota Gold,11/13/2025,confirmed,-0.02,-0.11,DC,12:00:00,BMO,DC,11/13/2025,473,41,4/5/2022,112343862,4.21,3.99,5.50%,Basic Materials,Gold,USA,11/12/2025,,11.98%,2,0.5,1000000,5.51
556,TDH Hldgs,11/13/2025,confirmed,,0.13,PETZ,8:00:00,BMO,PETZ,11/13/2025,10.7,17,9/21/2017,10323268,1.035,0.9811,5.50%,Consumer Cyclical,Restaurants,China,11/12/2025,,11.98%,2,0.5,1000000,5.49
867,DiaMedica Therapeutics,11/12/2025,confirmed,-0.16,-0.15,DMAC,16:30:00,AMC,DMAC,11/12/2025,326.2,28,11/29/2007,51688913,6.31,6,5.20%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,5.17
316,China Pharma Holding,11/12/2025,confirmed,,-0.65,CPHI,16:12:21,AMC,CPHI,11/12/2025,5.1,231,4/14/2002,3262002,1.556,1.48,5.10%,Healthcare,Drug Manufacturers - Specialty & Generic,China,11/12/2025,,11.98%,2,0.5,1000000,5.14
798,FB Bancorp,11/12/2025,confirmed,,,FBLA,16:00:00,AMC,FBLA,11/12/2025,243.4,324,10/23/2024,19837500,12.27,11.67,5.10%,Financial,Banks - Regional,USA,11/12/2025,,11.98%,2,0.5,1000000,5.14
932,Cisco Systems,11/12/2025,confirmed,0.91,0.91,CSCO,16:05:00,AMC,CSCO,11/12/2025,291456,86200,2/16/1990,3940724908,73.96,70.4,5.10%,Technology,Communication Equipment,USA,11/12/2025,,11.98%,2,0.5,1000000,5.06
943,Ascendis Pharma,11/12/2025,confirmed,-0.41,-1.89,ASND,16:01:00,AMC,ASND,11/12/2025,12063.6,1017,1/28/2015,60554408,199.22,191.08,4.30%,Healthcare,Biotechnology,Denmark,11/12/2025,,11.98%,2,0.5,1000000,4.26
933,Digi Intl,11/12/2025,confirmed,0.48,0.52,DGII,16:05:00,AMC,DGII,11/12/2025,1335.3,805,10/5/1989,37122182,35.97,34.75,3.50%,Technology,Communication Equipment,USA,11/12/2025,,11.98%,2,0.5,1000000,3.51
771,NICE,11/13/2025,confirmed,2.93,2.88,NICE,5:30:00,BMO,NICE,11/13/2025,8148.9,8726,1/25/1996,61743476,131.98,127.85,3.20%,Technology,Software - Application,Israel,11/12/2025,,11.98%,2,0.5,1000000,3.23
866,Southland Holdings,11/12/2025,confirmed,-0.2,-1.14,SLND,16:30:00,AMC,SLND,11/12/2025,259.7,2100,2/16/2023,54113036,4.8,4.67,2.80%,Industrials,Engineering & Construction,USA,11/12/2025,,11.98%,2,0.5,1000000,2.78
669,SuperCom,11/13/2025,confirmed,-0.02,0.17,SPCB,9:15:00,BMO,SPCB,11/13/2025,46.7,124,2/17/2005,4683506,9.98,9.725,2.60%,Industrials,Security & Protection Services,Israel,11/12/2025,,11.98%,2,0.5,1000000,2.62
842,Biofrontera,11/12/2025,confirmed,-0.58,-0.98,BFRI,16:00:00,AMC,BFRI,11/12/2025,10.4,93,10/29/2021,10668442,0.9737,0.95,2.50%,Healthcare,Drug Manufacturers - Specialty & Generic,USA,11/12/2025,,11.98%,2,0.5,1000000,2.49
724,Suburban Propane Partners,11/13/2025,confirmed,-0.51,-0.69,SPH,7:30:00,BMO,SPH,11/13/2025,1246.6,3211,2/29/1996,65473322,19.04,18.59,2.40%,Utilities,Utilities - Regulated Gas,USA,11/12/2025,,11.98%,2,0.5,1000000,2.42
303,Perceptive Capital,11/13/2025,confirmed,,0.09,PCSC,6:11:08,BMO,PCSC,11/13/2025,119.4,,6/12/2024,11067500,10.79,10.57,2.10%,Financial,Shell Companies,USA,11/12/2025,,11.98%,2,0.5,1000000,2.08
844,Enliven Therapeutics,11/12/2025,confirmed,-0.45,-0.48,ELVN,16:05:00,AMC,ELVN,11/12/2025,1202.5,63,2/24/2023,59235547,20.3,19.985,1.60%,Healthcare,Biotechnology,USA,11/12/2025,,11.98%,2,0.5,1000000,1.58
801,Lionheart,11/12/2025,confirmed,,,CUB,16:00:00,AMC,CUB,11/12/2025,326.3,,8/9/2024,30666667,10.64,10.48,1.50%,Financial,Shell Companies,USA,11/12/2025,,11.98%,2,0.5,1000000,1.53
769,Sapiens Intl Corp,11/13/2025,confirmed,0.34,0.37,SPNS,5:35:00,BMO,SPNS,11/13/2025,2415.5,4850,5/29/1992,55900637,43.21,42.67,1.30%,Technology,Software - Application,Israel,11/12/2025,,11.98%,2,0.5,1000000,1.27
728,Stratasys,11/13/2025,confirmed,-0.03,0.01,SSYS,7:30:00,BMO,SSYS,11/13/2025,793.9,1779,10/28/1994,85093277,9.33,9.22,1.20%,Technology,Computer Hardware,USA,11/12/2025,,11.98%,2,0.5,1000000,1.19
