No.,company_name,EADate,date_status,estimated_eps,previous_eps,Ticker,EATime,EATimeFlag,Ticker.1,Prior Date,Market Cap,Employees,IPO Date,Shares_Outstanding,Price,Price_3M_Ago,Performance (Quarter),Sector,Industry,Country,Purchase date,Sell Date,Sales Growth Past 5 Years,Short Ratio,Total Debt/Equity,Average Volume,QuarterlyPerf
163,Veea,11/14/2025,confirmed,,-1.49,VEEA,17:02:11,AMC,VEEA,11/14/2025,28.7,45,9/17/2024,50182879,0.5722,0.64,-10.60%,Technology,Information Technology Services,USA,11/14/2025,,11.98%,2,0.5,1000000,-10.59
413,TOMI Environmental Solns,11/14/2025,confirmed,-0.01,0,TOMZ,16:05:00,AMC,TOMZ,11/14/2025,16.5,20,6/17/2008,20075205,0.8206,0.92,-10.80%,Industrials,Pollution & Treatment Controls,USA,11/14/2025,,11.98%,2,0.5,1000000,-10.8
421,Inhibikase Therapeutics,11/14/2025,confirmed,-0.12,-0.65,IKT,16:01:00,AMC,IKT,11/14/2025,114,16,12/23/2020,74516635,1.53,1.75,-12.60%,Healthcare,Biotechnology,USA,11/14/2025,,11.98%,2,0.5,1000000,-12.57
422,Digital Brands Group,11/14/2025,confirmed,,-81.5,DBGI,16:00:00,AMC,DBGI,11/14/2025,48.7,41,5/14/2021,6326930,7.69,8.81,-12.70%,Consumer Cyclical,Apparel Retail,USA,11/14/2025,,11.98%,2,0.5,1000000,-12.71
323,Jaguar Health,11/17/2025,confirmed,-4.26,-26.25,JAGX,8:00:00,BMO,JAGX,11/17/2025,6.7,49,5/13/2015,3735835,1.805,2.07,-12.80%,Healthcare,Biotechnology,USA,11/14/2025,,11.98%,2,0.5,1000000,-12.8
202,Professional Diversity,11/14/2025,confirmed,,-0.33,IPDN,16:08:02,AMC,IPDN,11/14/2025,9.1,43,2/21/2013,4669459,1.94,2.24,-13.40%,Industrials,Staffing & Employment Services,USA,11/14/2025,,11.98%,2,0.5,1000000,-13.39
292,VSee Health,11/17/2025,confirmed,,-3.58,VSEE,8:00:00,BMO,VSEE,11/17/2025,11.9,154,6/25/2024,17022690,0.701,0.81,-13.50%,Healthcare,Health Information Services,USA,11/14/2025,,11.98%,2,0.5,1000000,-13.46
201,TransCode Therapeutics,11/14/2025,confirmed,,-146.06,RNAZ,16:06:07,AMC,RNAZ,11/14/2025,8.5,7,7/9/2021,916968,9.24,10.79,-14.40%,Healthcare,Biotechnology,USA,11/14/2025,,11.98%,2,0.5,1000000,-14.37
386,Maui Land & Pineapple Co,11/14/2025,confirmed,,-0.11,MLP,16:39:00,AMC,MLP,11/14/2025,288.2,15,5/1/1998,19742781,14.6,17.12,-14.70%,Real Estate,Real Estate Services,USA,11/14/2025,,11.98%,2,0.5,1000000,-14.72
171,BioNexus Gene Lab,11/14/2025,confirmed,,-0.17,BGLC,17:21:44,AMC,BGLC,11/14/2025,8.1,1,3/11/2020,1796597,4.53,5.34,-15.20%,Basic Materials,Specialty Chemicals,Malaysia,11/14/2025,,11.98%,2,0.5,1000000,-15.17
215,Safe & Green Development,11/14/2025,confirmed,,-167.04,SGD,16:14:53,AMC,SGD,11/14/2025,8.7,6,9/19/2023,8837152,0.9827,1.19,-17.40%,Real Estate,Real Estate - Development,USA,11/14/2025,,11.98%,2,0.5,1000000,-17.42
290,Cosmos Health,11/17/2025,confirmed,,-0.34,COSM,9:15:00,BMO,COSM,11/17/2025,24.4,149,5/19/2010,34919920,0.7,0.8481,-17.50%,Healthcare,Medical Distribution,Greece,11/14/2025,,11.98%,2,0.5,1000000,-17.46
306,Homestolife,11/17/2025,confirmed,,0.03,HTLM,8:00:00,BMO,HTLM,11/17/2025,288.3,34,10/1/2024,89687500,3.215,3.96,-18.80%,Consumer Cyclical,Specialty Retail,Singapore,11/14/2025,,11.98%,2,0.5,1000000,-18.81
119,Singularity Future Tech,11/14/2025,confirmed,,-0.27,SGLY,17:00:00,AMC,SGLY,11/14/2025,5.6,11,5/21/2008,7293492,0.7683,0.95,-19.10%,Industrials,Integrated Freight & Logistics,USA,11/14/2025,,11.98%,2,0.5,1000000,-19.13
351,Niu Technologies,11/17/2025,confirmed,,-0.07,NIU,4:00:00,BMO,NIU,11/17/2025,282.2,550,10/19/2018,77963972,3.62,4.51,-19.70%,Consumer Cyclical,Auto Manufacturers,China,11/14/2025,,11.98%,2,0.5,1000000,-19.73
286,Onfolio Holdings,11/17/2025,confirmed,,-0.08,ONFO,10:00:00,BMO,ONFO,11/17/2025,5,31,8/26/2022,5868135,0.8501,1.06,-19.80%,Communication Services,Internet Content & Information,USA,11/14/2025,,11.98%,2,0.5,1000000,-19.8
178,Bullfrog AI Hldgs,11/14/2025,confirmed,,-0.22,BFRG,16:23:42,AMC,BFRG,11/14/2025,11.4,17,2/14/2023,11400405,0.9998,1.25,-20.00%,Healthcare,Health Information Services,USA,11/14/2025,,11.98%,2,0.5,1000000,-20.02
169,Avalon Globocare,11/14/2025,confirmed,,-1.82,ALBT,17:18:33,AMC,ALBT,11/14/2025,6.9,5,2/22/2016,3835109,1.81,2.28,-20.60%,Real Estate,Real Estate Services,USA,11/14/2025,,11.98%,2,0.5,1000000,-20.61
180,TAO Synergies,11/14/2025,confirmed,,-5.01,TAOX,16:26:16,AMC,TAOX,11/14/2025,32.5,6,12/7/2020,4922412,6.6,8.4,-21.40%,Technology,Software - Infrastructure,USA,11/14/2025,,11.98%,2,0.5,1000000,-21.43
395,Beam Glb,11/14/2025,confirmed,-0.25,-0.21,BEEM,16:31:00,AMC,BEEM,11/14/2025,32.1,276,5/13/2008,17638153,1.82,2.32,-21.60%,Technology,Solar,USA,11/14/2025,,11.98%,2,0.5,1000000,-21.55
345,OS Therapies,11/17/2025,confirmed,-0.13,-0.18,OSTX,6:00:00,BMO,OSTX,11/17/2025,57.3,5,8/1/2024,33532490,1.71,2.18,-21.60%,Healthcare,Biotechnology,USA,11/14/2025,,11.98%,2,0.5,1000000,-21.56
391,Sidus Space,11/14/2025,confirmed,,-0.93,SIDU,16:45:00,AMC,SIDU,11/14/2025,30.2,104,12/14/2021,35247483,0.8568,1.11,-22.80%,Industrials,Aerospace & Defense,USA,11/14/2025,,11.98%,2,0.5,1000000,-22.81
322,NRX Pharmaceuticals,11/17/2025,confirmed,-0.05,-0.15,NRXP,8:10:00,BMO,NRXP,11/17/2025,50.2,,5/25/2021,23769901,2.11,2.76,-23.60%,Healthcare,Biotechnology,USA,11/14/2025,,11.98%,2,0.5,1000000,-23.55
185,NanoVibronix,11/14/2025,confirmed,,-3.56,NAOV,16:39:27,AMC,NAOV,11/14/2025,4.5,15,4/24/2015,1011102,4.42,5.86,-24.60%,Healthcare,Medical Devices,USA,11/14/2025,,11.98%,2,0.5,1000000,-24.57
159,Actinium Pharmaceuticals,11/14/2025,confirmed,-0.23,-0.37,ATNM,16:52:21,AMC,ATNM,11/14/2025,39.6,31,7/19/2007,31195891,1.27,1.69,-24.90%,Healthcare,Biotechnology,USA,11/14/2025,,11.98%,2,0.5,1000000,-24.85
415,Callan Jmb,11/14/2025,confirmed,,-0.27,CJMB,16:05:00,AMC,CJMB,11/14/2025,16.2,26,2/5/2025,4481069,3.61,4.805,-24.90%,Industrials,Integrated Freight & Logistics,USA,11/14/2025,,11.98%,2,0.5,1000000,-24.87
7,J&J Snack Foods,11/17/2025,confirmed,1.17,1.6,JJSF,7:00:00,BMO,JJSF,11/17/2025,1635.9,5000,2/4/1986,19467716,84.03,112.72,-25.40%,Consumer Defensive,Packaged Foods,USA,11/14/2025,,11.98%,2,0.5,1000000,-25.45
203,Modular Medical,11/14/2025,confirmed,,-0.14,MODD,16:11:16,AMC,MODD,11/14/2025,29.5,54,2/10/2022,55274596,0.5333,0.7199,-25.90%,Healthcare,Medical Devices,USA,11/14/2025,,11.98%,2,0.5,1000000,-25.92
394,XWELL,11/14/2025,confirmed,,-0.99,XWEL,16:30:00,AMC,XWEL,11/14/2025,4.8,312,7/27/2010,5756703,0.831,1.1301,-26.50%,Healthcare,Diagnostics & Research,USA,11/14/2025,,11.98%,2,0.5,1000000,-26.47
392,HCW Biologics,11/14/2025,confirmed,1.58,-4,HCWB,16:00:00,AMC,HCWB,11/14/2025,6.5,36,7/20/2021,2151607,3,4.09,-26.60%,Healthcare,Biotechnology,USA,11/14/2025,,11.98%,2,0.5,1000000,-26.65
198,Bone Biologics,11/14/2025,confirmed,-1.23,-14.22,BBLG,16:43:40,AMC,BBLG,11/14/2025,2.9,2,11/27/2015,1795260,1.6,2.2,-27.30%,Healthcare,Medical Devices,USA,11/14/2025,,11.98%,2,0.5,1000000,-27.27
235,Future FinTech Gr,11/14/2025,confirmed,,-2.09,FTFT,16:04:39,AMC,FTFT,11/14/2025,27.2,40,4/15/2003,20153311,1.35,1.89,-28.60%,Technology,Software - Application,USA,11/14/2025,,11.98%,2,0.5,1000000,-28.57
227,OLB Gr,11/14/2025,confirmed,,-0.92,OLB,16:04:21,AMC,OLB,11/14/2025,8.5,15,6/1/2005,8768132,0.9726,1.38,-29.50%,Technology,Software - Infrastructure,USA,11/14/2025,,11.98%,2,0.5,1000000,-29.52
219,Patriot Ntl Bancorp,11/14/2025,confirmed,,-6.78,PNBK,16:20:51,AMC,PNBK,11/14/2025,106.3,129,8/31/1994,95795017,1.11,1.58,-29.80%,Financial,Banks - Regional,USA,11/14/2025,,11.98%,2,0.5,1000000,-29.75
326,PowerBank,11/17/2025,confirmed,-0.05,0.01,SUUN,6:11:00,BMO,SUUN,11/17/2025,58.2,18,3/17/2023,37074099,1.57,2.25,-30.20%,Utilities,Utilities - Renewable,Canada,11/14/2025,,11.98%,2,0.5,1000000,-30.22
404,Venu Holding,11/14/2025,confirmed,-0.21,-0.13,VENU,16:15:00,AMC,VENU,11/14/2025,481.4,228,11/27/2024,43566222,11.05,15.9,-30.50%,Consumer Cyclical,Restaurants,USA,11/14/2025,,11.98%,2,0.5,1000000,-30.5
417,Quantum Computing,11/14/2025,confirmed,-0.05,-0.06,QUBT,16:05:00,AMC,QUBT,11/14/2025,2373.7,50,12/30/2004,223934400,10.6,15.32,-30.80%,Technology,Computer Hardware,USA,11/14/2025,,11.98%,2,0.5,1000000,-30.81
158,Abpro Hldgs,11/14/2025,confirmed,-1.2,-3.27,ABP,16:50:55,AMC,ABP,11/14/2025,14.7,6,11/13/2024,2672222,5.49,7.98,-31.20%,Healthcare,Biotechnology,USA,11/14/2025,,11.98%,2,0.5,1000000,-31.2
184,Greenwich LifeSciences,11/14/2025,confirmed,-0.32,-0.2,GLSI,16:37:42,AMC,GLSI,11/14/2025,115.3,8,9/25/2020,13854539,8.32,12.17,-31.60%,Healthcare,Biotechnology,USA,11/14/2025,,11.98%,2,0.5,1000000,-31.64
164,Nocera,11/14/2025,confirmed,,-0.021,NCRA,17:02:23,AMC,NCRA,11/14/2025,16.1,22,8/11/2022,14367539,1.12,1.64,-31.70%,Consumer Defensive,Packaged Foods,Taiwan,11/14/2025,,11.98%,2,0.5,1000000,-31.71
174,Sky Quarry,11/14/2025,confirmed,,-0.25,SKYQ,17:26:16,AMC,SKYQ,11/14/2025,8.1,29,10/10/2024,23314603,0.3477,0.5095,-31.80%,Energy,Oil & Gas Integrated,USA,11/14/2025,,11.98%,2,0.5,1000000,-31.76
380,Eledon Pharma,11/14/2025,confirmed,-0.24,-0.28,ELDN,17:00:00,AMC,ELDN,11/14/2025,132.1,31,9/17/2014,75034260,1.76,2.63,-33.10%,Healthcare,Biotechnology,USA,11/14/2025,,11.98%,2,0.5,1000000,-33.08
401,Oriental Culture Holding,11/14/2025,confirmed,,-0.28,OCG,16:20:00,AMC,OCG,11/14/2025,49.3,33,12/15/2020,21233927,2.32,3.564,-34.90%,Consumer Cyclical,Internet Retail,Hong Kong,11/14/2025,,11.98%,2,0.5,1000000,-34.9
152,First Guaranty Bancshares,11/17/2025,confirmed,-0.3,0.11,FGBI,13:50:01,BMO,FGBI,11/17/2025,78.5,360,7/9/2001,15352947,5.115,8.01,-36.10%,Financial,Banks - Regional,USA,11/14/2025,,11.98%,2,0.5,1000000,-36.14
372,Prairie Operating,11/14/2025,confirmed,0.59,,PROP,17:13:00,AMC,PROP,11/14/2025,87.5,19,6/20/2008,50277744,1.74,2.75,-36.70%,Energy,Oil & Gas E&P,USA,11/14/2025,,11.98%,2,0.5,1000000,-36.73
329,Treasure Global,11/14/2025,confirmed,,-17.62,TGL,16:04:42,AMC,TGL,11/14/2025,6.6,12,8/11/2022,8490187,0.78,1.27,-38.60%,Technology,Software - Application,USA,11/14/2025,,11.98%,2,0.5,1000000,-38.58
274,AgEagle Aerial Sys,11/17/2025,confirmed,,-16.03,UAVS,8:48:00,BMO,UAVS,11/17/2025,43.3,52,12/3/1999,38001858,1.14,1.86,-38.70%,Technology,Computer Hardware,USA,11/14/2025,,11.98%,2,0.5,1000000,-38.71
350,Yatsen Holding,11/17/2025,confirmed,,-0.11,YSG,5:00:00,BMO,YSG,11/17/2025,511.5,1350,11/19/2020,93848274,5.45,8.99,-39.40%,Consumer Defensive,Household & Personal Products,China,11/14/2025,,11.98%,2,0.5,1000000,-39.38
118,Clearside Biomedical,11/14/2025,confirmed,-0.63,-1.5,CLSD,16:16:12,AMC,CLSD,11/14/2025,20,32,6/2/2016,5234021,3.82,6.345,-39.80%,Healthcare,Biotechnology,USA,11/14/2025,,11.98%,2,0.5,1000000,-39.8
324,Empire Petroleum,11/17/2025,confirmed,,-0.12,EP,6:30:00,BMO,EP,11/17/2025,102.5,63,2/1/1995,34855801,2.94,4.89,-39.90%,Energy,Oil & Gas E&P,USA,11/14/2025,,11.98%,2,0.5,1000000,-39.88
293,Airship AI Holdings,11/17/2025,confirmed,0.03,0.17,AISP,9:00:00,BMO,AISP,11/17/2025,101.5,55,12/22/2023,34175563,2.97,5.09,-41.60%,Technology,Software - Infrastructure,USA,11/14/2025,,11.98%,2,0.5,1000000,-41.65
332,Sharps Technology,11/17/2025,confirmed,-1.01,-381,STSS,7:00:00,BMO,STSS,11/17/2025,80.7,55,4/14/2022,28226153,2.86,5.06,-43.50%,Healthcare,Medical Instruments & Supplies,USA,11/14/2025,,11.98%,2,0.5,1000000,-43.48
213,Cantor Equity Partners,11/14/2025,confirmed,,0.06,CEP,16:12:38,AMC,CEP,11/14/2025,190.5,,8/13/2024,12800000,14.88,27.22,-45.30%,Financial,Shell Companies,USA,11/14/2025,,11.98%,2,0.5,1000000,-45.33
406,CASI Pharmaceuticals,11/14/2025,confirmed,-0.4,-0.55,CASI,16:05:00,AMC,CASI,11/14/2025,19.5,233,6/12/1996,15492781,1.26,2.38,-47.10%,Healthcare,Biotechnology,China,11/14/2025,,11.98%,2,0.5,1000000,-47.06
418,Dermata Therapeutics,11/14/2025,confirmed,-1.59,-20.41,DRMA,16:05:00,AMC,DRMA,11/14/2025,2.1,8,8/13/2021,681557,3.0699,5.98,-48.70%,Healthcare,Biotechnology,USA,11/14/2025,,11.98%,2,0.5,1000000,-48.66
370,Predictive Oncology,11/14/2025,confirmed,-1.35,-7.26,POAI,17:12:46,AMC,POAI,11/14/2025,22.7,24,5/3/2010,3501430,6.48,12.8415,-49.50%,Healthcare,Health Information Services,USA,11/14/2025,,11.98%,2,0.5,1000000,-49.54
389,Tivic Health Systems,11/14/2025,confirmed,,-3.93,TIVC,16:00:00,AMC,TIVC,11/14/2025,3.2,7,11/11/2021,1695732,1.91,3.79,-49.60%,Healthcare,Medical Devices,USA,11/14/2025,,11.98%,2,0.5,1000000,-49.6
162,Atlantic International,11/14/2025,confirmed,-0.18,-0.16,ATLN,16:57:30,AMC,ATLN,11/14/2025,138.2,7,8/27/2021,55485296,2.49,5.05,-50.70%,Industrials,Staffing & Employment Services,USA,11/14/2025,,11.98%,2,0.5,1000000,-50.69
407,Cineverse,11/14/2025,confirmed,-0.17,-0.09,CNVS,16:00:00,AMC,CNVS,11/14/2025,46.1,218,11/10/2003,19124406,2.41,5.1,-52.80%,Communication Services,Entertainment,USA,11/14/2025,,11.98%,2,0.5,1000000,-52.75
214,Celularity,11/14/2025,confirmed,,-0.73,CELU,16:14:53,AMC,CELU,11/14/2025,43.9,123,7/19/2021,28316485,1.55,3.48,-55.50%,Healthcare,Biotechnology,USA,11/14/2025,,11.98%,2,0.5,1000000,-55.46
258,TruGolf Holdings,11/17/2025,confirmed,-0.06,0,TRUG,8:30:00,BMO,TRUG,11/17/2025,2.4,73,2/2/2024,1317603,1.84,4.4,-58.20%,Consumer Cyclical,Leisure,USA,11/14/2025,,11.98%,2,0.5,1000000,-58.18
218,Genprex,11/14/2025,confirmed,,-61.5,GNPX,16:18:00,AMC,GNPX,11/14/2025,7.2,15,3/29/2018,1631841,4.43,10.61,-58.20%,Healthcare,Biotechnology,USA,11/14/2025,,11.98%,2,0.5,1000000,-58.25
416,Enveric Biosciences,11/14/2025,confirmed,,-43.1,ENVB,16:05:00,AMC,ENVB,11/14/2025,2.7,6,8/24/1995,518297,5.28,13.2,-60.00%,Healthcare,Biotechnology,USA,11/14/2025,,11.98%,2,0.5,1000000,-60
405,Banzai International,11/14/2025,confirmed,-1.33,-48.73,BNZI,16:00:00,AMC,BNZI,11/14/2025,9,28,12/15/2023,6185455,1.46,3.69,-60.40%,Technology,Software - Application,USA,11/14/2025,,11.98%,2,0.5,1000000,-60.43
173,Thumzup Media,11/14/2025,confirmed,,-0.06,TZUP,17:25:05,AMC,TZUP,11/14/2025,60.2,11,2/10/2022,16541342,3.64,9.95,-63.40%,Communication Services,Advertising Agencies,USA,11/14/2025,,11.98%,2,0.5,1000000,-63.42
161,Northann,11/14/2025,confirmed,,0.02,NCL,16:55:48,AMC,NCL,11/14/2025,9.2,49,10/19/2023,21933050,0.42,1.192,-64.80%,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,11/14/2025,,11.98%,2,0.5,1000000,-64.77
194,Vyome Holdings,11/14/2025,confirmed,-0.11,-1419.1,HIND,16:52:52,AMC,HIND,11/14/2025,27.4,,8/15/2025,5630509,4.87,14,-65.20%,Healthcare,Biotechnology,USA,11/14/2025,,11.98%,2,0.5,1000000,-65.21
330,INVO Fertility,11/17/2025,confirmed,,-15.12,IVF,7:01:00,BMO,IVF,11/17/2025,2,32,11/11/2008,4363016,0.458,1.41,-67.50%,Healthcare,Medical Devices,USA,11/14/2025,,11.98%,2,0.5,1000000,-67.52
373,Asset Entities,11/14/2025,confirmed,,-7.87,ASST,16:00:00,AMC,ASST,11/14/2025,853.6,9,9/15/2025,790347551,1.08,4.28,-74.80%,Financial,Asset Management,USA,11/14/2025,,11.98%,2,0.5,1000000,-74.77
172,Salarius Pharmaceuticals,11/14/2025,confirmed,,-11.38,SLRX,17:24:10,AMC,SLRX,11/14/2025,1.3,2,1/29/2015,1051782,1.2,6.927,-82.70%,Healthcare,Biotechnology,USA,11/14/2025,,11.98%,2,0.5,1000000,-82.68
137,Fundamental Global,11/14/2025,confirmed,0.11,-5.27,FGNX,16:31:44,AMC,FGNX,11/14/2025,3.5,130,4/1/2014,1328554,2.6,18.94,-86.30%,Financial,Asset Management,USA,11/14/2025,,11.98%,2,0.5,1000000,-86.27
301,Propanc Biopharma,11/17/2025,confirmed,,-35.97,PPCB,8:45:00,BMO,PPCB,11/17/2025,9.7,2,6/15/2012,12806747,0.7558,5.85,-87.10%,Healthcare,Biotechnology,Australia,11/14/2025,,11.98%,2,0.5,1000000,-87.08
315,Fitell,11/17/2025,confirmed,,-10.63,FTEL,8:30:00,BMO,FTEL,11/17/2025,2,15,8/8/2023,2432000,0.80235,8.608,-90.70%,Consumer Cyclical,Specialty Retail,Australia,11/14/2025,,11.98%,2,0.5,1000000,-90.68
579,New Era Energy & Digital,11/13/2025,confirmed,,-0.17,NUAI,16:01:00,AMC,NUAI,11/13/2025,226.4,7,12/9/2024,53449171,4.235,0.4328,878.50%,Technology,Software - Infrastructure,USA,11/13/2025,,11.98%,2,0.5,1000000,878.51
655,Relmada Therapeutics,11/13/2025,confirmed,-0.04,-0.72,RLMD,16:01:00,AMC,RLMD,11/13/2025,284.5,17,3/3/2014,73333622,3.88,0.6072,539.00%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,539
484,Mersana Therapeutics,11/14/2025,confirmed,-1.11,-2.25,MRSN,7:00:00,BMO,MRSN,11/14/2025,139.6,102,6/28/2017,4998750,27.92,7.16,289.90%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,289.94
493,Inhibrx Biosciences,11/14/2025,confirmed,-2.21,-2.84,INBX,6:00:00,BMO,INBX,11/14/2025,1146.2,161,5/28/2024,14485421,79.13,23.33,239.20%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,239.18
562,ESS Tech,11/13/2025,confirmed,-0.91,-1.9,GWH,16:05:00,AMC,GWH,11/13/2025,83.4,240,10/11/2021,19617070,4.25,1.71,148.50%,Industrials,Electrical Equipment & Parts,USA,11/13/2025,,11.98%,2,0.5,1000000,148.54
521,SmartKem,11/13/2025,confirmed,,-0.86,SMTK,16:10:00,AMC,SMTK,11/13/2025,7.9,29,7/7/2021,5479787,1.44,0.6,140.00%,Technology,Semiconductor Equipment & Materials,United Kingdom,11/13/2025,,11.98%,2,0.5,1000000,140
246,JFB Construction,11/14/2025,confirmed,,-0.05,JFB,13:38:38,BMO,JFB,11/14/2025,168.5,18,3/6/2025,9966700,16.91,7.183,135.40%,Real Estate,Real Estate - Development,USA,11/13/2025,,11.98%,2,0.5,1000000,135.42
488,T1 Energy,11/14/2025,confirmed,-0.15,-0.1,TE,6:00:00,BMO,TE,11/14/2025,641.3,328,7/8/2021,190860914,3.36,1.48,127.00%,Industrials,Electrical Equipment & Parts,USA,11/13/2025,,11.98%,2,0.5,1000000,127.03
459,Forge Global Holdings,11/13/2025,confirmed,-0.96,-1.49,FRGE,16:32:00,AMC,FRGE,11/13/2025,606.3,300,3/22/2022,13746077,44.11,20.75,112.60%,Financial,Capital Markets,USA,11/13/2025,,11.98%,2,0.5,1000000,112.58
606,Precigen,11/13/2025,confirmed,-0.09,-0.09,PGEN,16:00:00,AMC,PGEN,11/13/2025,1362.2,25,8/8/2013,352910331,3.86,1.85,108.70%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,108.65
297,Royalty Management Hldgs,11/13/2025,confirmed,0.03,-0.01,RMCO,16:41:43,AMC,RMCO,11/13/2025,44.9,,11/6/2023,14724892,3.05,1.57,94.30%,Financial,Asset Management,USA,11/13/2025,,11.98%,2,0.5,1000000,94.27
110,Northern Dynasty Minerals,11/13/2025,confirmed,,-0.01,NAK,20:38:00,AMC,NAK,11/13/2025,954.5,12,3/30/2001,551749141,1.73,0.9,92.20%,Basic Materials,Other Industrial Metals & Mining,Canada,11/13/2025,,11.98%,2,0.5,1000000,92.22
538,Carver Bancorp,11/13/2025,confirmed,,-0.41,CARV,17:00:00,AMC,CARV,11/13/2025,17.8,105,10/26/1994,5076629,3.51,1.8486,89.90%,Financial,Banks - Regional,USA,11/13/2025,,11.98%,2,0.5,1000000,89.87
576,Kodiak Sciences,11/13/2025,confirmed,-1.05,-0.84,KOD,16:00:00,AMC,KOD,11/13/2025,996.7,121,10/4/2018,52821689,18.87,10.04,88.00%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,87.95
653,Rekor Systems,11/13/2025,confirmed,-0.04,-0.14,REKR,16:05:00,AMC,REKR,11/13/2025,257.7,351,8/28/2017,126334034,2.04,1.11,83.80%,Technology,Software - Infrastructure,USA,11/13/2025,,11.98%,2,0.5,1000000,83.78
611,WidePoint,11/13/2025,confirmed,-0.05,-0.04,WYY,16:05:00,AMC,WYY,11/13/2025,61.7,243,1/3/1995,9776906,6.31,3.44,83.40%,Technology,Information Technology Services,USA,11/13/2025,,11.98%,2,0.5,1000000,83.43
616,BioAtla,11/13/2025,confirmed,-0.3,-0.22,BCAB,16:05:00,AMC,BCAB,11/13/2025,38.7,61,12/16/2020,58721588,0.6597,0.3641,81.20%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,81.19
130,Linkhome Holdings,11/13/2025,confirmed,,0.02,LHAI,16:43:07,AMC,LHAI,11/13/2025,177.2,,7/24/2025,16230000,10.92,6.12,78.40%,Real Estate,Real Estate Services,USA,11/13/2025,,11.98%,2,0.5,1000000,78.43
460,Falcons Beyond Global,11/14/2025,confirmed,,0.39,FBYD,8:00:00,BMO,FBYD,11/14/2025,439.7,207,10/6/2023,37232805,11.81,6.64,77.90%,Industrials,Conglomerates,USA,11/13/2025,,11.98%,2,0.5,1000000,77.86
92,Rain Enhancement,11/13/2025,confirmed,,-4.67,RAIN,16:44:01,AMC,RAIN,11/13/2025,42.3,,1/2/2025,7586513,5.57,3.25,71.40%,Industrials,Pollution & Treatment Controls,USA,11/13/2025,,11.98%,2,0.5,1000000,71.38
615,eXoZymes Inc. - Common Stock,11/13/2025,confirmed,,,EXOZ,16:00:00,AMC,EXOZ,11/13/2025,137.6,31,11/13/2024,8387250,16.4,9.99,64.20%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,64.16
503,Metalla Royalty,11/13/2025,confirmed,0.01,-0.01,MTA,16:00:00,AMC,MTA,11/13/2025,651.5,9,3/19/2008,92542378,7.04,4.31,63.30%,Basic Materials,Other Precious Metals & Mining,Canada,11/13/2025,,11.98%,2,0.5,1000000,63.34
393,Paramount Gold Nevada,11/14/2025,confirmed,,-0.02,PZG,8:45:00,BMO,PZG,11/14/2025,90.1,4,4/10/2015,78338726,1.15,0.7106,61.80%,Basic Materials,Gold,USA,11/13/2025,,11.98%,2,0.5,1000000,61.84
354,CG Oncology,11/14/2025,confirmed,-0.56,-0.3,CGON,8:00:00,BMO,CGON,11/14/2025,3126.9,113,1/25/2024,76247581,41.01,25.7,59.60%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,59.57
491,Costamare Bulkers Hldgs,11/14/2025,confirmed,,,CMDB,6:12:14,BMO,CMDB,11/14/2025,334.8,,5/1/2025,24240982,13.81,8.91,55.00%,Industrials,Marine Shipping,Monaco,11/13/2025,,11.98%,2,0.5,1000000,54.99
378,Galectin Therapeutics,11/14/2025,confirmed,-0.11,-0.18,GALT,8:00:00,BMO,GALT,11/14/2025,355.3,15,9/4/2002,64479210,5.51,3.57,54.30%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,54.34
605,Trevi Therapeutics,11/13/2025,confirmed,-0.1,-0.13,TRVI,16:05:00,AMC,TRVI,11/13/2025,1395.6,33,5/3/2019,121776855,11.46,7.49,53.00%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,53
577,Omeros,11/13/2025,confirmed,-0.52,-0.64,OMER,16:02:00,AMC,OMER,11/13/2025,427.4,202,10/8/2009,68055826,6.28,4.12,52.40%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,52.43
549,Perfect Moment,11/13/2025,confirmed,-0.14,-0.17,PMNT,16:15:00,AMC,PMNT,11/13/2025,15.4,50,2/2/2024,35091482,0.4401,0.2904,51.50%,Consumer Cyclical,Apparel Manufacturing,USA,11/13/2025,,11.98%,2,0.5,1000000,51.55
590,CaliberCos,11/13/2025,confirmed,-0.32,0.12,CWD,16:15:00,AMC,CWD,11/13/2025,15.3,81,5/17/2023,5531078,2.77,1.84,50.50%,Financial,Asset Management,USA,11/13/2025,,11.98%,2,0.5,1000000,50.54
602,Acrivon Therapeutics,11/13/2025,confirmed,-0.58,-0.59,ACRV,16:15:00,AMC,ACRV,11/13/2025,65.1,78,11/15/2022,31455645,2.07,1.39,48.90%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,48.92
